Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Int,Tkl+Int,Clr,Err
Mohamed Ali Cho,fr FRA,FW,Real Sociedad,19-090,2004,4.6,1.52,0.87,1.09,0.43,0,0.43,1.96,0.43,0
Carlos Álvarez,es ESP,FW,Sevilla,19-256,2003,0.1,,10,,,,0,,,
Sergio Arribas,es ESP,FW,Real Madrid,21-201,2001,0.1,0,0,0,0,0,0,0,0,0
Ricard Artero,es ESP,FW,Girona,20-073,2003,0.1,0,0,0,0,0,0,0,0,0
Iago Aspas,es ESP,FW,Celta Vigo,35-261,1987,27.4,0.22,0.07,0,0.11,0.11,0.22,0.44,0.69,0
Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,33-305,1989,0.1,0,0,0,0,0,0,0,0,0
Bebé,cv CPV,FW,Rayo Vallecano,32-281,1990,0.7,0,0,0,0,0,0,0,0,0
Iker Benito,es ESP,FW,Osasuna,20-252,2002,0.1,10,10,0,0,10,0,10,0,0
Karim Benzema,fr FRA,FW,Real Madrid,35-121,1987,17.8,0.45,0.28,0.11,0.17,0.17,0.06,0.51,0.28,0
Álex Berenguer,es ESP,FW,Athletic Club,27-289,1995,19.7,2.18,1.42,0.61,0.86,0.71,0.41,2.59,0.3,0
El Bilal Touré,ml MLI,FW,Almería,21-198,2001,13,0.31,0.23,0.15,0.08,0.08,0.08,0.38,1.69,0
Lucas Boyé,ar ARG,FW,Elche,27-050,1996,20.6,1.31,0.68,0.34,0.63,0.34,0.58,1.89,1.55,0
Ante Budimir,hr CRO,FW,Osasuna,31-271,1991,14.6,0.82,0.34,0,0.55,0.27,0.21,1.03,0.89,0
Sergio Camello,es ESP,FW,Rayo Vallecano,22-068,2001,22.5,0.62,0.36,0.13,0.36,0.13,0.09,0.71,1.02,0
Valentín Castellanos,ar ARG,FW,Girona,24-198,1998,23.7,0.46,0.17,0.04,0.3,0.13,0.21,0.68,0.84,0
Edinson Cavani,uy URU,FW,Valencia,36-064,1987,12.4,0.32,0.08,0.16,0.08,0.08,0.08,0.4,0.56,0
Diego Collado,es ESP,FW,Villarreal,22-100,2001,0.1,0,0,0,0,0,0,0,0,0
Jesús Corona,mx MEX,FW,Sevilla,30-103,1993,0.7,1.43,0,1.43,0,0,0,1.43,0,0
Juan Cruz,es ESP,FW,Betis,22-359,2000,1.9,0.53,0,0,0.53,0,0,0.53,0,0
Arnaut Danjuma,nl NED,FW,Villarreal,26-078,1997,5.3,0.57,0.57,0.19,0,0.38,0,0.57,0.19,0.19
Ousmane Dembélé,fr FRA,FW,Barcelona,25-339,1997,12.2,1.39,0.9,0.33,0.57,0.49,0,1.39,0.16,0
Malcom Abdulai Ares Djalo,es ESP,FW,Athletic Club,21-189,2001,0.1,0,0,0,0,0,0,0,0,0
Kasper Dolberg,dk DEN,FW,Sevilla,25-195,1997,2.2,0.45,0,0,0.45,0,0,0.45,2.27,0
Hugo Duro,es ESP,FW,Valencia,23-160,1999,12.3,0.98,0.73,0.08,0.49,0.41,0.16,1.14,0.57,0.08
Adri Embarba,es ESP,FW,Espanyol,30-347,1992,0.4,2.5,0,0,2.5,0,0,2.5,0,0
Youssef En-Nesyri,ma MAR,FW,Sevilla,25-322,1997,14.5,0.97,0.55,0.21,0.48,0.28,0.21,1.17,0.83,0
Ansu Fati,es ESP,FW,Barcelona,20-170,2002,12.3,1.06,0.65,0.49,0.24,0.33,0.24,1.3,0.41,0
Carlos Fernández,es ESP,FW,Real Sociedad,26-332,1996,4.5,0.89,0.67,0.22,0.44,0.22,0.22,1.11,0.44,0
Aleix Garrido,es ESP,FW,Barcelona,19-056,2004,0.1,20,10,10,0,10,0,20,0,0
Sékou Gassama,sn SEN,FW,Valladolid,27-348,1995,0.4,0,0,0,0,0,0,0,0,0
Álvaro Giménez,es ESP,FW,Cádiz,31-335,1991,0.2,0,0,0,0,0,0,0,0,0
Maxi Gómez,uy URU,FW,Valencia,26-248,1996,1.2,0,0,0,0,0,0,0,1.67,0
Sergi Guardiola,es ESP,FW,Valladolid,31-325,1991,5.6,2.14,1.25,1.07,0.89,0.18,0.36,2.5,1.25,0
Sergi Guardiola,es ESP,FW,Cádiz,31-325,1991,6.9,0.72,0.58,0,0.43,0.29,0.14,0.87,0.58,0
Javier Guerra,es ESP,FW,Valencia,20-108,2003,0.1,0,0,0,0,0,0,0,0,0
Gorka Guruzeta,es ESP,FW,Athletic Club,26-219,1996,10.7,1.68,1.31,0.47,0.75,0.47,0.37,2.06,0.37,0
Eden Hazard,be BEL,FW,Real Madrid,32-102,1991,1.5,0,0,0,0,0,0,0,0,0
Luiz Henrique,br BRA,FW,Betis,22-107,2001,17,2.35,1.71,1.24,0.76,0.35,0.76,3.12,0.76,0
Borja Iglesias,es ESP,FW,Betis,30-092,1993,21.7,0.37,0.18,0.14,0.14,0.09,0.05,0.41,0.69,0
Alexander Isak,se SWE,FW,Real Sociedad,23-210,1999,1.7,0.59,0.59,0,0,0.59,0,0.59,1.18,0
Nicolas Jackson,sn SEN,FW,Villarreal,21-303,2001,9.5,0.84,0.74,0.21,0.53,0.11,0.21,1.05,0.32,0
Adnan Januzaj,be BEL,FW,Sevilla,28-073,1995,0.5,0,0,0,0,0,2,2,0,0
Luis Javier Suárez,co COL,FW,Almería,25-138,1997,11.2,1.34,0.8,0.36,0.54,0.45,0.09,1.43,0.36,0
Willian José,br BRA,FW,Betis,31-147,1991,4.5,1.11,0.67,0.89,0.22,0,0,1.11,2,0
Joselu,es ESP,FW,Espanyol,33-023,1990,25.2,0.24,0.16,0.04,0.04,0.16,0.24,0.48,1.39,0
Juanmi,es ESP,FW,Betis,29-334,1993,8.6,1.4,0.93,0.47,0.7,0.23,0.35,1.74,0.35,0
Vinicius Júnior,br BRA,FW,Real Madrid,22-281,2000,26.3,1.06,0.76,0.38,0.42,0.27,0.23,1.29,0.04,0
Jon Karrikaburu,es ESP,FW,Real Sociedad,20-212,2002,1,1,0,0,1,0,0,1,0,0
Kike,es ESP,FW,Osasuna,33-145,1989,9.7,0.52,0.31,0,0.31,0.21,0.1,0.62,1.03,0
Cyle Larin,ca CAN,FW,Valladolid,28-002,1995,7.4,0.95,0.41,0.27,0.41,0.27,0,0.95,0.68,0
Sergio León,es ESP,FW,Valladolid,34-103,1989,13,0.46,0.31,0,0.31,0.15,0,0.46,0.31,0
Robert Lewandowski,pl POL,FW,Barcelona,34-241,1988,22.6,0.58,0.31,0,0.18,0.4,0.04,0.62,0.58,0
Javier Llabrés,es ESP,FW,Mallorca,20-220,2002,0.2,0,0,0,0,0,0,0,5,0
Anthony Lozano,hn HON,FW,Cádiz,29-359,1993,13.4,0.22,0.15,0,0.15,0.07,0.22,0.45,1.27,0
Darwin Machís,ve VEN,FW,Valladolid,30-071,1993,4.1,0.73,0.49,0,0.49,0.24,0.49,1.22,0.98,0
Mariano,do DOM,FW,Real Madrid,29-261,1993,0.6,1.67,0,0,1.67,0,0,1.67,0,0
Roger Martí,es ESP,FW,Elche,32-106,1991,7.3,0.68,0.27,0.41,0.27,0,0.14,0.82,0.96,0
Roger Martí,es ESP,FW,Cádiz,32-106,1991,6,0.83,0.67,0.17,0.5,0.17,0.17,1,1,0
Borja Mayoral,es ESP,FW,Getafe,26-014,1997,26.5,0.34,0.15,0.26,0.08,0,0.08,0.42,0.34,0
Memphis,nl NED,FW,Barcelona,29-065,1994,1.3,0.77,0.77,0.77,0,0,0,0.77,0,0
Memphis,nl NED,FW,Atlético Madrid,29-065,1994,2.9,0.34,0,0,0,0.34,0,0.34,0,0
Marko Milovanović,rs SRB,FW,Almería,19-258,2003,0.2,0,0,0,0,0,0,0,0,0
Rafa Mir,es ESP,FW,Sevilla,25-305,1997,9.2,0.65,0.11,0.22,0.33,0.11,0.33,0.98,0.87,0
Álvaro Morata,es ESP,FW,Atlético Madrid,30-178,1992,16.8,0.77,0.48,0.24,0.36,0.18,0,0.77,1.13,0
Gerard Moreno,es ESP,FW,Villarreal,31-012,1992,11.9,0.67,0.42,0,0.42,0.25,0.34,1.01,0.84,0
Loren Morón,es ESP,FW,Betis,29-110,1993,0.2,10,10,0,5,5,0,10,5,0
Vedat Muriqi,xk KVX,FW,Mallorca,28-360,1994,24.9,0.44,0.28,0.16,0.24,0.04,0.32,0.76,2.01,0
Álvaro Negredo,es ESP,FW,Cádiz,37-242,1985,7,0.57,0.57,0.14,0.14,0.29,0,0.57,0.86,0
Randy Ntekja,fr FRA,FW,Elche,25-134,1997,3.1,3.23,2.26,1.61,1.61,0,0.32,3.55,0.65,0
Moises Parra Gutierrez,es ESP,FW,Getafe,20-299,2002,0.1,10,0,0,10,0,0,10,0,0
Lucas Pérez,es ESP,FW,Cádiz,34-221,1988,7,0.43,0.29,0.29,0.14,0,0.14,0.57,0.43,0
Manuel Pozo,es ESP,FW,Valladolid,21-128,2001,0.2,0,0,0,0,0,10,10,0,0
Raphinha,br BRA,FW,Barcelona,26-126,1996,16.8,1.19,0.83,0.42,0.18,0.6,0.71,1.9,0.54,0
Rodrygo,br BRA,FW,Real Madrid,22-100,2001,20.3,0.64,0.3,0.05,0.34,0.25,0.3,0.94,0.15,0
Umar Sadiq,ng NGA,FW,Almería,26-076,1997,2.7,0,0,0,0,0,0,0,1.11,0
Umar Sadiq,ng NGA,FW,Real Sociedad,26-076,1997,0.9,1.11,1.11,0,0,1.11,0,1.11,0,0
Esteban Saveljich,me MNE,FW,Rayo Vallecano,31-334,1991,0,0,0,0,0,0,0,0,0,0
Haris Seferović,ch SUI,FW,Celta Vigo,31-056,1992,5.8,0.86,0.34,0.17,0.69,0,0.17,1.03,0.34,0.17
Dyego Sousa,pt POR,FW,Almería,33-217,1989,4.1,0.98,0.49,0.49,0.24,0.24,0.24,1.22,1.95,0
Jørgen Strand Larsen,no NOR,FW,Celta Vigo,23-072,2000,14.6,0.75,0.34,0.21,0.21,0.34,0.14,0.89,1.37,0
Cristhian Stuani,uy URU,FW,Girona,36-189,1986,8.5,0.71,0.35,0.24,0.12,0.35,0.12,0.82,0.47,0
Alexander Sørloth,no NOR,FW,Real Sociedad,27-135,1995,19.8,0.81,0.4,0.15,0.25,0.4,0.1,0.91,1.01,0.05
Raúl de Tomás,es ESP,FW,Rayo Vallecano,28-184,1994,3.6,0.28,0,0,0,0.28,0,0.28,0.28,0
Ferrán Torres,es ESP,FW,Barcelona,23-049,2000,12.6,0.79,0.32,0.24,0.4,0.16,0.16,0.95,0.4,0
Enes Ünal,tr TUR,FW,Getafe,25-344,1997,28,0.82,0.43,0.18,0.57,0.07,0.18,1,1.07,0
Asier Villalibre,es ESP,FW,Athletic Club,25-201,1997,1.1,0,0,0,0,0,0,0,0.91,0
Shon Weissman,il ISR,FW,Valladolid,27-064,1996,8.3,0.24,0.12,0.12,0.12,0,0.12,0.36,0.84,0
Iñaki Williams,gh GHA,FW,Athletic Club,28-308,1994,23.6,0.68,0.51,0.17,0.42,0.08,0.21,0.89,1.1,0
Nico Williams,es ESP,FW,Athletic Club,20-281,2002,23.6,1.06,0.51,0.3,0.51,0.25,0.25,1.31,0.47,0.04
Marco Asensio,es ESP,"FW,MF",Real Madrid,27-088,1996,10.8,1.2,0.83,0.65,0.46,0.09,0.37,1.57,0.37,0
Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,29-072,1994,16.3,0.43,0.25,0.12,0.18,0.12,0.37,0.8,0.86,0
Léo Baptistão,br BRA,"FW,MF",Almería,30-236,1992,16.1,1.61,1.06,0.62,0.81,0.19,1.06,2.67,0.68,0
Kike Barja,es ESP,"FW,MF",Osasuna,26-018,1997,9.9,0.81,0.4,0.4,0.3,0.1,0.4,1.21,0.2,0
Martin Braithwaite,dk DEN,"FW,MF",Espanyol,31-318,1991,22.1,0.54,0.09,0.09,0.18,0.27,0.23,0.77,0.45,0
Sergio Canales,es ESP,"FW,MF",Betis,32-062,1991,18.6,1.08,0.59,0.48,0.38,0.22,0.48,1.56,0.38,0
Samu Castillejo,es ESP,"FW,MF",Valencia,28-091,1995,14.5,1.45,0.83,0.55,0.62,0.28,0.62,2.07,0.14,0
Pep Chavarría,es ESP,"FW,MF",Rayo Vallecano,25-009,1998,1.6,1.25,1.25,0.63,0,0.63,0.63,1.88,3.13,0
Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,23-332,1999,19.4,0.67,0.31,0.36,0.05,0.26,0.52,1.19,0.67,0
Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,28-041,1995,11.9,0.5,0.17,0.25,0.17,0.08,0.76,1.26,0.34,0.08
Matheus Cunha,br BRA,"FW,MF",Atlético Madrid,23-327,1999,4.2,0.95,0.24,0.24,0.71,0,0.48,1.43,0.71,0
Adri Embarba,es ESP,"FW,MF",Almería,30-347,1992,10.8,3.24,1.67,1.02,2.04,0.19,0.65,3.89,0.46,0
Abdessamad Ezzalzouli,ma MAR,"FW,MF",Osasuna,21-123,2001,12.3,1.54,1.06,0.65,0.65,0.24,0.24,1.79,0.33,0
Radamel Falcao,co COL,"FW,MF",Rayo Vallecano,37-068,1986,6.1,0.49,0.49,0.16,0.33,0,0.33,0.82,1.48,0
João Félix,pt POR,"FW,MF",Atlético Madrid,23-160,1999,7.2,1.39,0.97,0.28,0.42,0.69,0.42,1.81,0.28,0
Álvaro García,es ESP,"FW,MF",Rayo Vallecano,30-174,1992,24.8,1.57,0.89,0.69,0.32,0.56,1.01,2.58,0.65,0.04
Raúl García,es ESP,"FW,MF",Athletic Club,36-282,1986,8.4,1.19,0.83,0.24,0.36,0.6,0.6,1.79,1.07,0
Roberto González,es ESP,"FW,MF",Betis,22-103,2001,0.6,0,0,0,0,0,1.67,1.67,0,0
Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,32-029,1991,22.8,1.67,1.18,0.31,0.92,0.44,0.7,2.37,0.79,0
Joaquín,es ESP,"FW,MF",Betis,41-272,1981,3.8,0.53,0.53,0.26,0.26,0,0.79,1.32,0.79,0
Lago Junior,ci CIV,"FW,MF",Mallorca,32-109,1990,0.6,1.67,0,0,1.67,0,0,1.67,0,0
Tino Kadewere,zw ZIM,"FW,MF",Mallorca,27-104,1996,4.9,1.02,0.61,0.41,0.61,0,0,1.02,0.2,0
Kenedy,br BRA,"FW,MF",Valladolid,27-070,1996,1.3,0.77,0.77,0,0.77,0,0,0.77,0,0
Justin Kluivert,nl NED,"FW,MF",Valencia,23-349,1999,12.1,1.32,1.07,0.58,0.25,0.5,0.5,1.82,0.33,0
Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,21-319,2001,20.7,1.79,1.06,0.77,0.58,0.43,0.1,1.88,0.14,0
Érik Lamela,ar ARG,"FW,MF",Sevilla,31-046,1992,15.4,1.95,1.17,0.52,0.52,0.91,0.26,2.21,0.06,0
José Luis Morales,es ESP,"FW,MF",Villarreal,35-270,1987,13.2,0.53,0.45,0.08,0.15,0.3,0.15,0.68,0.15,0
Maranhão,br BRA,"FW,MF",Valencia,26-181,1996,5,0.8,0.2,0.2,0.2,0.4,0,0.8,0,0
Andrés Martín,es ESP,"FW,MF",Rayo Vallecano,23-282,1999,1.7,2.35,1.18,1.18,0.59,0.59,0,2.35,1.18,0
Jaime Mata,es ESP,"FW,MF",Getafe,34-177,1988,0.6,1.67,1.67,1.67,0,0,0,1.67,0,0
Pere Milla,es ESP,"FW,MF",Elche,30-208,1992,16.1,1.55,0.93,0.93,0.37,0.25,0.43,1.99,0.81,0.06
Jon Morcillo,es ESP,"FW,MF",Athletic Club,24-216,1998,0.8,1.25,0,1.25,0,0,1.25,2.5,0,0
Álvaro Muñoz,uy URU,"FW,MF",Real Madrid,18-279,2004,0.2,5,0,0,0,5,0,5,0,0
Randy Ntekja,fr FRA,"FW,MF",Rayo Vallecano,25-134,1997,1.3,3.08,1.54,1.54,1.54,0,1.54,4.62,2.31,0
Lucas Ocampos,ar ARG,"FW,MF",Sevilla,28-282,1994,8.9,1.8,1.12,0.79,0.56,0.45,0.67,2.47,0.45,0
Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,25-363,1997,8.3,0.72,0.36,0.24,0.12,0.36,0,0.72,0.6,0
Gonçalo Paciência,pt POR,"FW,MF",Celta Vigo,28-261,1994,5.4,1.11,0.74,0,0.93,0.19,0,1.11,0.37,0
Isaac Palazón Camacho,es ESP,"FW,MF",Rayo Vallecano,28-113,1994,24.8,1.33,0.97,0.36,0.6,0.36,0.48,1.81,0.97,0
Ayoze Pérez,es ESP,"FW,MF",Betis,29-264,1993,7.3,2.6,1.37,0.82,1.23,0.55,0.68,3.29,0.41,0
Francisco Perez,es ESP,"FW,MF",Valencia,20-222,2002,1.6,0.63,0.63,0.63,0,0,0,0.63,0.63,0
Yeremi Pino,es ESP,"FW,MF",Villarreal,20-181,2002,19.1,2.36,1.47,0.94,0.79,0.63,0.68,3.04,1.41,0
Óscar Plano,es ESP,"FW,MF",Valladolid,32-067,1991,20.5,1.85,1.12,0.44,0.73,0.68,1.37,3.22,1.02,0
Gonzalo Plata,ec ECU,"FW,MF",Valladolid,22-169,2000,18,2.56,1.39,1.22,0.83,0.5,0.39,2.94,0.5,0.06
Ezequiel Ponce,ar ARG,"FW,MF",Elche,26-021,1997,11.7,0.68,0.51,0,0.51,0.17,0.09,0.77,1.11,0
Abdón Prats,es ESP,"FW,MF",Mallorca,30-133,1992,3.1,0.32,0,0.32,0,0,0,0.32,0.65,0
Javi Puado,es ESP,"FW,MF",Espanyol,24-329,1998,19.4,0.67,0.31,0.36,0.21,0.1,0.46,1.13,0.57,0
Largie Ramazani,be BEL,"FW,MF",Almería,22-051,2001,13.9,0.72,0.5,0.29,0.07,0.36,0.72,1.44,0.29,0
Chris Ramos,es ESP,"FW,MF",Cádiz,26-091,1997,3.3,1.52,1.21,0.3,0.3,0.91,0.3,1.82,2.12,0
Rodrigo,es ESP,"FW,MF",Betis,22-338,2000,14.4,0.83,0.56,0.28,0.49,0.07,0.76,1.6,0.14,0
Ángel Rodríguez,es ESP,"FW,MF",Mallorca,35-358,1987,3,0.33,0.33,0,0.33,0,0.33,0.67,0.33,0
Salvi,es ESP,"FW,MF",Rayo Vallecano,32-020,1991,3.8,1.84,1.32,0.53,0.79,0.53,0.53,2.37,0.53,0
Samuel,br BRA,"FW,MF",Valencia,23-117,1999,25.2,1.79,1.19,0.48,1.07,0.24,0.48,2.26,0.48,0
Roberto Torres,es ESP,"FW,MF",Osasuna,34-043,1989,0.1,0,0,0,0,0,0,0,0,0
Manu Vallejo,es ESP,"FW,MF",Girona,26-064,1997,2.3,1.74,0.43,0.43,0.87,0.43,0.43,2.17,1.3,0
Aleix Vidal,es ESP,"FW,MF",Espanyol,33-241,1989,10.5,1.05,0.48,0.57,0.29,0.19,1.33,2.38,1.05,0
Ángel Alarcón,es ESP,"MF,FW",Barcelona,18-339,2004,0.3,0,0,0,0,0,0,0,0,0
Iván Alejo,es ESP,"MF,FW",Cádiz,28-068,1995,10.4,2.79,1.83,1.73,0.67,0.38,0.19,2.98,0.96,0.1
Selim Amallah,ma MAR,"MF,FW",Valladolid,26-155,1996,1.7,5.88,3.53,2.94,2.94,0,1.18,7.06,0,0
Amath,sn SEN,"MF,FW",Mallorca,26-277,1996,8.4,2.74,1.79,1.31,0.6,0.83,0.36,3.1,0.48,0
Anuar,ma MAR,"MF,FW",Valladolid,28-094,1995,2.3,1.74,1.74,0,0.43,1.3,1.3,3.04,1.3,0
Alex Baena,es ESP,"MF,FW",Villarreal,21-273,2001,16.9,1.3,0.71,0.41,0.59,0.3,0.3,1.6,0.83,0
José Carlos Lazo,es ESP,"MF,FW",Almería,27-062,1996,0.2,0,0,0,0,0,0,0,0,0
José Carlos Lazo,es ESP,"MF,FW",Espanyol,27-062,1996,1.8,2.78,1.67,1.11,1.11,0.56,1.67,4.44,2.78,0
Álex Fernández,es ESP,"MF,FW",Cádiz,30-186,1992,16.3,0.8,0.43,0.37,0.25,0.18,0.43,1.23,1.04,0
Fidel,es ESP,"MF,FW",Elche,33-174,1989,11.2,0.89,0.63,0.45,0.45,0,0.27,1.16,0.09,0
Borja García,es ESP,"MF,FW",Girona,32-168,1990,7.5,1.33,0.53,0.93,0.27,0.13,0.67,2,0.8,0.13
Rubén García,es ESP,"MF,FW",Osasuna,29-279,1993,9,1.44,0.56,0.89,0.44,0.11,0.89,2.33,1,0
Gavi,es ESP,"MF,FW",Barcelona,18-257,2004,21.8,1.83,1.15,0.28,1.15,0.41,0.78,2.61,0.87,0
Dani Gómez,es ESP,"MF,FW",Espanyol,24-263,1998,1,2,1,1,1,0,1,3,0,0
Moi Gómez,es ESP,"MF,FW",Osasuna,28-300,1994,24.8,0.93,0.65,0.28,0.56,0.08,0.36,1.29,0.16,0.04
Papu Gómez,ar ARG,"MF,FW",Sevilla,35-063,1988,7.4,0.68,0.54,0.27,0.41,0,0.54,1.22,0.68,0
Munir El Haddadi,ma MAR,"MF,FW",Getafe,27-230,1995,9.8,1.12,0.71,0.31,0.61,0.2,0.82,1.94,0.51,0
Yangel Herrera,ve VEN,"MF,FW",Girona,25-102,1998,8.6,2.44,0.93,1.05,1.16,0.23,0.23,2.67,0.93,0
Isco,es ESP,"MF,FW",Sevilla,30-363,1992,8.9,1.69,1.01,0.67,0.56,0.45,1.12,2.81,0.34,0
Lee Kangin,kr KOR,"MF,FW",Mallorca,22-059,2001,24.4,1.35,0.78,0.29,0.82,0.25,0.29,1.64,0.16,0
Lázaro,br BRA,"MF,FW",Almería,21-038,2002,3.3,0.61,0.3,0.3,0,0.3,0.61,1.21,0.3,0
Giovani Lo Celso,ar ARG,"MF,FW",Villarreal,27-010,1996,8.1,3.09,2.59,0.37,1.73,0.99,0.62,3.7,0.37,0
Awer Mabil,au AUS,"MF,FW",Cádiz,27-216,1995,1.8,1.11,0,0,0.56,0.56,0,1.11,0.56,0
Jon Magunacelaya,es ESP,"MF,FW",Real Sociedad,22-280,2000,0.7,1.43,0,0,0,1.43,0,1.43,1.43,0
Ander Martin,es ESP,"MF,FW",Real Sociedad,22-154,2000,0.5,4,4,2,2,0,0,4,2,0
Iker Muniain,es ESP,"MF,FW",Athletic Club,30-121,1992,15.8,1.01,0.82,0.32,0.51,0.19,0.19,1.2,0.13,0
Juanjo Narváez,co COL,"MF,FW",Valladolid,28-066,1995,1.6,0.63,0.63,0.63,0,0,0,0.63,0,0
Roberto Navarro,es ESP,"MF,FW",Real Sociedad,21-007,2002,3.9,1.28,1.03,1.03,0,0.26,0.51,1.79,0.51,0
Fernando Niño,es ESP,"MF,FW",Villarreal,22-177,2000,0.2,0,0,0,0,0,0,0,0,0
Brian Ocampo,uy URU,"MF,FW",Cádiz,23-298,1999,12.4,1.45,1.21,0.97,0.4,0.08,0.24,1.69,0.24,0
Aimar Oroz,es ESP,"MF,FW",Osasuna,21-143,2001,15.1,1.06,0.53,0.33,0.4,0.33,1.13,2.19,0.33,0
Carles Pérez,es ESP,"MF,FW",Celta Vigo,25-062,1998,17.3,1.45,0.92,0.46,0.64,0.35,0.29,1.73,0.4,0
Francisco Portillo,es ESP,"MF,FW",Almería,32-310,1990,4.8,2.29,0.83,0.63,1.04,0.63,1.25,3.54,0.83,0
José Pozo,es ESP,"MF,FW",Rayo Vallecano,27-035,1996,0.9,2.22,2.22,0,2.22,0,1.11,3.33,1.11,0
Reinier,br BRA,"MF,FW",Girona,21-090,2002,3.9,1.54,1.03,1.03,0,0.51,0.51,2.05,0.51,0
Nico Ribaudo,es ESP,"MF,FW",Espanyol,22-008,2001,6.9,1.74,1.16,0.72,0.58,0.43,0.29,2.03,0.14,0
Rodrigo Riquelme,es ESP,"MF,FW",Girona,23-017,2000,18.5,1.03,0.38,0.38,0.43,0.22,0.49,1.51,0.22,0
Joel Roca,es ESP,"MF,FW",Girona,17-316,2005,0.7,2.86,2.86,2.86,0,0,0,2.86,1.43,0
Miguel Rodríguez,es ESP,"MF,FW",Celta Vigo,19-355,2003,0.7,1.43,0,1.43,0,0,0,1.43,0,0
Iván Sánchez,es ESP,"MF,FW",Valladolid,30-208,1992,11.8,1.61,1.19,0.59,0.68,0.34,0.59,2.2,0.34,0
Rubén Sobrino,es ESP,"MF,FW",Cádiz,30-322,1992,19.8,1.82,1.16,0.91,0.61,0.3,0.81,2.63,0.76,0.05
Augusto Solari,ar ARG,"MF,FW",Celta Vigo,31-106,1992,2.4,2.92,2.08,1.25,1.25,0.42,1.67,4.58,1.25,0
Suso,es ESP,"MF,FW",Sevilla,29-151,1993,8.5,1.41,0.82,0.35,0.71,0.35,0.24,1.65,0.24,0
Pablo Torre,es ESP,"MF,FW",Barcelona,20-016,2003,0.5,4,2,0,2,2,2,6,2,0
Óliver Torres,es ESP,"MF,FW",Sevilla,28-160,1994,19.1,1.68,1.05,0.63,0.52,0.52,0.47,2.15,0.42,0
Óscar Trejo,ar ARG,"MF,FW",Rayo Vallecano,34-358,1988,19.5,2,1.38,0.46,0.97,0.56,0.31,2.31,0.36,0.05
Beñat Turrientes,es ESP,"MF,FW",Real Sociedad,21-078,2002,1.2,2.5,2.5,2.5,0,0,0,2.5,2.5,0
Federico Valverde,uy URU,"MF,FW",Real Madrid,24-271,1998,23.8,1.26,0.8,0.59,0.46,0.21,0.67,1.93,0.63,0
Toni Villa,es ESP,"MF,FW",Girona,28-102,1995,9.9,2.53,1.82,0.91,1.11,0.51,0.81,3.33,0.3,0
Gonzalo Villar,es ESP,"MF,FW",Getafe,25-027,1998,2.9,2.07,1.38,0.34,1.03,0.69,1.38,3.45,0.69,0
Luca Koleosho,it ITA,"FW,DF",Espanyol,18-216,2004,0.3,0,0,0,0,0,0,0,0,0
Latasa,es ESP,"FW,DF",Getafe,22-027,2001,1.5,2,1.33,0.67,0,1.33,0.67,2.67,2.67,0
Diego Noguerol,es ESP,"FW,DF",Valencia,20-341,2002,0.1,0,0,0,0,0,0,0,0,0
Álvaro Aguado,es ESP,MF,Valladolid,26-353,1996,15.3,1.31,0.72,0.78,0.39,0.13,0.59,1.9,0.65,0
Paul Akouokou,ci CIV,MF,Betis,25-120,1997,3.2,3.13,1.88,2.5,0.63,0,1.88,5,0.63,0.31
Tomás Alarcón,cl CHI,MF,Cádiz,24-090,1999,2.5,1.2,0.8,0,0.8,0.4,0.8,2,0.8,0
Rubén Alcaraz,es ESP,MF,Cádiz,31-353,1991,17,2,1.41,1.12,0.82,0.06,0.88,2.88,1.59,0
Carles Aleñá,es ESP,MF,Getafe,25-104,1998,18.2,0.93,0.55,0.38,0.27,0.27,0.22,1.15,0.93,0
Alejandro Alfaro,es ESP,MF,Elche,20-308,2002,0.2,0,0,0,0,0,0,0,0,0
Ángel Algobia,es ESP,MF,Getafe,23-300,1999,11.9,2.27,1.09,1.18,1.09,0,0.25,2.52,0.76,0
Domingos André Ribeiro Almeida,pt POR,MF,Valencia,22-324,2000,20.6,2.33,1.55,0.68,1.26,0.39,0.68,3.01,0.58,0.05
Mauro Arambarri,uy URU,MF,Getafe,27-201,1995,9.2,1.52,0.65,0.98,0.43,0.11,1.3,2.83,1.74,0
Roberto Arroyo,es ESP,MF,Valladolid,19-237,2003,0.2,5,5,0,5,0,0,5,0,0
Iddrisu Baba,gh GHA,MF,Mallorca,27-087,1996,13.9,1.8,1.01,0.94,0.86,0,0.58,2.37,1.65,0
Keidi Bare,al ALB,MF,Espanyol,25-234,1997,3.9,1.79,0.77,1.03,0.26,0.51,2.82,4.62,1.28,0
Pablo Barrios,es ESP,MF,Atlético Madrid,19-308,2003,5.5,2.36,1.45,0.36,1.64,0.36,1.45,3.82,0.55,0
Rodrigo Battaglia,ar ARG,MF,Mallorca,31-281,1991,7.6,1.58,0.66,0.92,0.66,0,0.66,2.24,2.37,0
