Player,Nation,Pos,Squad,Age,Born,90s,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Tammy Abraham,eng ENG,FW,Roma,25-199,1997,20.3,3,2.9,1.9,+0.1,27,13,11,1,40
Felipe Anderson,br BRA,FW,Lazio,30-004,1993,26.4,2,4.3,3.6,-2.3,39,47,34,4,94
Janis Antiste,fr FRA,FW,Sassuolo,20-244,2002,0.6,0,0,0,0,0,0,0,0,1
Marko Arnautović,at AUT,FW,Bologna,34-000,1989,13.7,0,1.7,1.4,-1.7,19,13,12,1,28
Arthur,br BRA,FW,Fiorentina,24-359,1998,13.2,1,0.7,0.9,+0.3,13,3,6,0,18
Nedim Bajrami,al ALB,FW,Sassuolo,24-050,1999,4.6,0,0.8,0.9,-0.8,6,8,2,0,19
Andrea Belotti,it ITA,FW,Roma,29-120,1993,8,1,1.4,0.4,-0.4,11,5,4,0,8
Domenico Berardi,it ITA,FW,Sassuolo,28-261,1994,14.6,6,3.9,3.6,+2.1,26,24,34,4,81
Beto,gw GNB,FW,Udinese,25-078,1998,21,1,2,1.5,-1,20,7,4,0,12
Matteo Cancellieri,it ITA,FW,Lazio,21-066,2002,2.7,0,0.4,0.3,-0.4,3,1,1,1,2
Francesco Caputo,it ITA,FW,Sampdoria,35-256,1987,12.2,0,0.5,0.6,-0.5,9,11,4,0,11
Francesco Caputo,it ITA,FW,Empoli,35-256,1987,13.3,4,1.4,1,+2.6,15,8,2,0,14
Assan Ceesay,gm GAM,FW,Lecce,29-033,1994,15,0,0.7,0.6,-0.7,6,8,4,0,16
Emil Ceide,no NOR,FW,Sassuolo,21-228,2001,3.8,0,0.7,0.5,-0.7,6,4,8,1,13
Daniel Ciofani,it ITA,FW,Cremonese,37-262,1985,7.9,0,0.5,0.7,-0.5,7,8,3,0,6
Lorenzo Colombo,it ITA,FW,Lecce,21-042,2002,14.2,2,1.4,0.4,+0.6,16,14,6,2,19
Joaquín Correa,ar ARG,FW,Inter,28-249,1994,7.2,1,1,0.6,0,10,13,6,0,17
Luca D'Andrea,it ITA,FW,Sassuolo,18-225,2004,3.5,1,0.8,0.4,+0.2,10,6,3,2,9
Grégoire Defrel,mq MTQ,FW,Sassuolo,31-306,1991,8.5,0,0.4,0.1,-0.4,8,8,1,0,8
Cyriel Dessers,ng NGA,FW,Cremonese,28-132,1994,16.7,1,1.6,1.5,-0.6,22,10,8,1,25
Mattia Destro,it ITA,FW,Empoli,32-030,1991,5.2,0,0.4,0.3,-0.4,4,1,2,0,4
Gerard Deulofeu,es ESP,FW,Udinese,29-037,1994,13.5,6,4.4,4,+1.6,48,40,42,2,82
Edin Džeko,ba BIH,FW,Inter,37-033,1986,17.7,3,3.1,3.2,-0.1,21,35,18,2,61
Adolfo Gaich,ar ARG,FW,Hellas Verona,24-052,1999,5.9,0,0.2,0.1,-0.2,4,6,0,0,8
Olivier Giroud,fr FRA,FW,Milan,36-201,1986,18.6,4,3.5,1.7,+0.5,21,12,5,0,31
Thomas Henry,fr FRA,FW,Hellas Verona,28-211,1994,11.4,0,1.1,0.5,-1.1,13,14,6,0,18
Rasmus Højlund,dk DEN,FW,Atalanta,20-074,2003,16.3,2,2.3,1.7,-0.3,22,21,11,1,34
Zlatan Ibrahimović,se SWE,FW,Milan,41-198,1981,1.6,0,0.2,0.1,-0.2,1,3,2,0,4
Jonathan Ikone,fr FRA,FW,Fiorentina,24-352,1998,18.8,4,2.7,3,+1.3,26,20,24,2,58
Ciro Immobile,it ITA,FW,Lazio,33-058,1990,17.9,3,1.3,1.2,+1.7,18,14,9,0,34
Jesé,es ESP,FW,Sampdoria,30-052,1993,1.8,1,0.5,0.4,+0.5,2,0,0,0,1
Luka Jović,rs SRB,FW,Fiorentina,25-117,1997,13,0,0.6,0.5,-0.6,15,11,3,0,18
Moise Kean,it ITA,FW,Juventus,23-050,2000,9.7,0,1.1,0.6,-1.1,8,6,5,1,11
Christian Kouamé,ci CIV,FW,Fiorentina,25-134,1997,16.7,2,2.5,2.1,-0.5,32,25,24,6,43
Julian Kristoffersen,no NOR,FW,Salernitana,25-344,1997,0.2,0,0,0,0,0,0,0,0,0
Raimonds Krollis,lv LVA,FW,Spezia,21-173,2001,0.2,0,0,0,0,0,0,0,0,1
Khvicha Kvaratskhelia,ge GEO,FW,Napoli,22-066,2001,21.5,10,7.1,5.7,+2.9,44,30,31,6,62
Sam Lammers,nl NED,FW,Sampdoria,25-354,1997,9,1,1.1,0.7,-0.1,12,9,7,1,12
Sam Lammers,nl NED,FW,Empoli,25-354,1997,9.8,1,0.7,0.3,+0.3,10,13,4,0,19
Armand Lauriente,fr FRA,FW,Sassuolo,24-136,1998,21,6,6,4,0,58,34,39,9,75
Marko Lazetić,rs SRB,FW,Milan,19-087,2004,0.1,0,0,0,0,0,0,0,0,0
Hirving Lozano,mx MEX,FW,Napoli,27-263,1995,15.9,3,3,2.8,0,24,23,31,17,42
Romelu Lukaku,be BEL,FW,Inter,29-341,1993,11.6,2,2.5,1.7,-0.5,18,10,11,1,26
Jordan Majchrzak,pl POL,FW,Roma,18-193,2004,0.2,0,0,0,0,0,1,0,0,0
Lautaro Martínez,ar ARG,FW,Inter,25-240,1997,24.5,3,3.7,2.4,-0.7,36,35,22,1,71
Arkadiusz Milik,pl POL,FW,Juventus,29-050,1994,12.5,1,1.2,0.6,-0.2,9,15,7,0,27
Daniele Montevago,it ITA,FW,Sampdoria,20-032,2003,2.6,0,0.2,0.3,-0.2,4,1,0,0,0
Luis Muriel,co COL,FW,Atalanta,32-003,1991,9.5,2,2.9,3.1,-0.9,26,18,26,4,53
M'Bala Nzola,ao ANG,FW,Spezia,26-244,1996,24.1,2,1.8,2.1,+0.2,22,20,16,2,41
Riccardo Orsolini,it ITA,FW,Bologna,26-085,1997,17.9,3,2,1.9,+1.0,32,37,9,4,52
Victor Osimhen,ng NGA,FW,Napoli,24-111,1998,21.3,4,2,1.3,+2.0,23,16,6,0,20
Adam Ounas,dz ALG,FW,Napoli,26-159,1996,0.2,0,0,0,0,0,2,1,0,4
Pedro,es ESP,FW,Lazio,35-265,1987,17.4,2,1.6,1.3,+0.4,16,31,19,1,45
Pietro Pellegri,it ITA,FW,Torino,22-033,2001,4.5,0,0.5,0.4,-0.5,4,2,2,0,5
Andrea Petagna,it ITA,FW,Monza,27-293,1995,15,4,4.1,1.8,-0.1,24,17,9,0,29
Krzysztof Piątek,pl POL,FW,Salernitana,27-292,1995,19,3,1.5,0.7,+1.5,19,20,10,0,29
Roberto Piccoli,it ITA,FW,Hellas Verona,22-082,2001,2.1,0,0.2,0,-0.2,1,1,0,0,0
Roberto Piccoli,it ITA,FW,Empoli,22-082,2001,3.9,0,0.1,0.2,-0.1,2,2,0,0,3
Andrea Pinamonti,it ITA,FW,Sassuolo,23-335,1999,20.5,0,1.3,1.5,-1.3,14,13,12,2,23
Matteo Politano,it ITA,FW,Napoli,29-259,1993,12.5,3,3.5,2.3,-0.5,32,30,26,7,67
Fabio Quagliarella,it ITA,FW,Sampdoria,40-078,1983,4.6,0,0.2,0.4,-0.2,3,9,4,0,13
Antonio Raimondo,it ITA,FW,Bologna,19-032,2004,0.2,0,0,0,0,0,1,0,0,0
Giacomo Raspadori,it ITA,FW,Sassuolo,23-060,2000,0.5,0,0,0,0,0,1,0,0,2
Luka Romero,ar ARG,FW,Lazio,18-152,2004,1.7,0,0.1,0.1,-0.1,2,2,0,0,4
Antonio Sanabria,py PAR,FW,Torino,27-046,1996,19.7,2,2.5,1,-0.5,19,20,10,0,33
Nicola Sansone,it ITA,FW,Bologna,31-221,1991,7,0,0.1,0.3,-0.1,3,5,3,1,10
Riccardo Saponara,it ITA,FW,Fiorentina,31-119,1991,10.9,2,3,1.8,-1,18,23,23,4,48
Martin Satriano,uy URU,FW,Empoli,22-058,2001,18.1,1,1.2,1.4,-0.2,14,16,9,1,21
Vivaldo Semedo,pt POR,FW,Udinese,18-081,2005,0,0,0,0,0,0,0,0,0,0
Eldor Shomurodov,uz UZB,FW,Spezia,27-294,1995,5.3,0,0.5,0.3,-0.5,7,6,1,0,11
Eldor Shomurodov,uz UZB,FW,Roma,27-294,1995,1.3,0,0,0,0,0,0,1,0,4
Giovanni Simeone,ar ARG,FW,Napoli,27-288,1995,3.6,0,0.8,0.2,-0.8,4,3,2,0,8
Riccardo Sottil,it ITA,FW,Fiorentina,23-320,1999,6.3,2,1,0.6,+1.0,13,10,6,1,22
Dávid Strelec,sk SVK,FW,Spezia,22-015,2001,1.9,0,0.1,0.1,-0.1,1,1,0,0,1
Isaac Success,ng NGA,FW,Udinese,27-102,1996,19.7,6,4,3.2,+2.0,31,22,18,1,51
Dušan Vlahović,rs SRB,FW,Juventus,23-081,2000,18.3,2,1.8,0.8,+0.2,19,19,12,1,37
Joel Voelkerling Persson,se SWE,FW,Lecce,20-094,2003,0.8,0,0,0,0,1,0,1,0,3
Mattia Zaccagni,it ITA,FW,Lazio,27-307,1995,23.9,5,2.8,2.3,+2.2,25,34,21,2,58
Duván Zapata,co COL,FW,Atalanta,32-018,1991,11.3,1,0.9,0.9,+0.1,14,16,12,3,34
Joshua Zirkzee,nl NED,FW,Bologna,21-332,2001,6.7,2,1.1,0.3,+0.9,10,8,3,0,12
Milan Đurić,ba BIH,FW,Hellas Verona,32-332,1990,9.1,0,0.9,0.7,-0.9,12,16,3,0,18
Michel Aebischer,ch SUI,"FW,MF",Bologna,26-103,1997,12.7,0,0.5,0.4,-0.5,12,27,5,1,33
Felix Afena-Gyan,gh GHA,"FW,MF",Cremonese,20-090,2003,6.8,0,0.1,0.2,-0.1,3,3,0,0,6
Agustín Álvarez Martínez,uy URU,"FW,MF",Sassuolo,21-335,2001,3.5,1,0.4,0.2,+0.6,2,4,2,0,6
Lameck Banda,zm ZAM,"FW,MF",Lecce,22-080,2001,13.7,1,1,0.8,0,10,15,6,1,19
Musa Barrow,gm GAM,"FW,MF",Bologna,24-156,1998,15.4,5,3.1,2.3,+1.9,31,28,17,8,37
Federico Bonazzoli,it ITA,"FW,MF",Salernitana,25-333,1997,12.4,1,1.1,0.7,-0.1,8,30,6,0,43
Erik Botheim,no NOR,"FW,MF",Salernitana,23-099,2000,4.1,1,1.3,0.4,-0.3,6,4,2,0,11
Josip Brekalo,hr CRO,"FW,MF",Fiorentina,24-300,1998,1.3,0,0.4,0.4,-0.4,6,2,7,2,10
Nicolò Cambiaghi,it ITA,"FW,MF",Empoli,22-112,2000,7.3,1,0.4,0.9,+0.6,6,14,8,1,29
Manuel De Luca,it ITA,"FW,MF",Sampdoria,24-276,1998,0.5,0,0,0,0,0,0,0,0,0
Samuel Di Carmine,it ITA,"FW,MF",Cremonese,34-202,1988,0.3,0,0,0,0,0,1,0,0,1
Federico Di Francesco,it ITA,"FW,MF",Lecce,28-309,1994,18.2,2,2.7,2.1,-0.7,23,24,15,2,51
Ángel Di María,ar ARG,"FW,MF",Juventus,35-064,1988,11.5,4,3.7,3.5,+0.3,32,48,29,7,71
Boulaye Dia,sn SEN,"FW,MF",Salernitana,26-154,1996,22,5,2.8,1.6,+2.2,29,25,14,2,41
Emmanuel Ekong,se SWE,"FW,MF",Empoli,20-298,2002,0.2,0,0,0,0,0,0,0,0,0
Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,31-144,1991,18.7,2,2.7,2.7,-0.7,16,24,17,1,39
Nicolás González,ar ARG,"FW,MF",Fiorentina,25-013,1998,11.4,1,1.2,1,-0.2,18,28,18,5,50
Christian Gytkjær,dk DEN,"FW,MF",Monza,32-348,1990,5.8,0,0.3,0.1,-0.3,3,3,2,0,6
Kevin Lasagna,it ITA,"FW,MF",Hellas Verona,30-252,1992,17,2,1.6,0.3,+0.4,15,9,9,0,19
Rafael Leão,pt POR,"FW,MF",Milan,23-313,1999,21.7,6,5.6,4.7,+0.4,40,52,43,11,93
Ademola Lookman,ng NGA,"FW,MF",Atalanta,25-181,1997,18.1,4,6.2,4.8,-2.2,36,26,33,4,73
Daniel Maldini,it ITA,"FW,MF",Spezia,21-190,2001,6.6,0,0.1,0.3,-0.1,3,9,4,1,9
Dany Mota,pt POR,"FW,MF",Monza,24-352,1998,14.3,0,1.8,1.5,-1.8,20,11,9,4,20
Ilija Nestorovski,mk MKD,"FW,MF",Udinese,33-038,1990,2,1,0.3,0.4,+0.7,1,4,1,0,9
David Okereke,ng NGA,"FW,MF",Cremonese,25-233,1997,20,0,1,1,-1,18,27,23,5,64
Divock Origi,be BEL,"FW,MF",Milan,28-001,1995,9.5,1,1.2,0.4,-0.2,11,4,5,1,10
Remi Oudin,fr FRA,"FW,MF",Lecce,26-152,1996,7.2,0,1,0.9,-1,15,20,4,0,29
Giacomo Raspadori,it ITA,"FW,MF",Napoli,23-060,2000,8.1,0,0.6,0.6,-0.6,8,10,5,0,18
Ante Rebić,hr CRO,"FW,MF",Milan,29-210,1993,8.9,2,1.8,1.5,+0.2,12,12,11,3,25
Pablo Rodríguez,es ESP,"FW,MF",Lecce,21-258,2001,0.6,0,0,0,0,1,2,0,0,3
Leandro Sanca,pt POR,"FW,MF",Spezia,23-105,2000,0.4,0,0,0,0,0,0,0,0,0
Demba Seck,sn SEN,"FW,MF",Torino,22-068,2001,4.4,0,0.2,0.2,-0.2,5,6,3,0,12
Ola Solbakken,no NOR,"FW,MF",Roma,24-224,1998,2.2,1,0.1,0.2,+0.9,2,5,3,1,8
Roberto Soriano,it ITA,"FW,MF",Bologna,32-070,1991,14.7,3,2.5,1.5,+0.5,20,35,10,2,56
Gabriel Strefezza,br BRA,"FW,MF",Lecce,26-001,1997,21.5,2,3.4,3.2,-1.4,38,51,34,14,84
Florian Thauvin,fr FRA,"FW,MF",Udinese,30-083,1993,3.2,0,0.5,0.4,-0.5,4,4,5,1,13
Frank Tsadjout,it ITA,"FW,MF",Cremonese,23-265,1999,9.2,1,0.5,0.3,+0.5,10,11,4,0,15
Daniele Verde,it ITA,"FW,MF",Spezia,26-303,1996,9,0,1,1.5,-1,14,18,13,5,28
Emanuel Vignato,it ITA,"FW,MF",Empoli,22-238,2000,0.3,0,0.1,0.2,-0.1,1,0,1,0,4
Samuele Vignato,it ITA,"FW,MF",Monza,19-054,2004,0.2,0,0,0,0,0,0,1,1,0
Alessio Zerbin,it ITA,"FW,MF",Napoli,24-047,1999,0.8,0,0,0,0,0,2,0,0,0
Yacine Adli,fr FRA,"MF,FW",Milan,22-264,2000,1.4,0,0.1,0.1,-0.1,1,5,2,0,9
Kevin Agudelo,co COL,"MF,FW",Spezia,24-156,1998,20.6,1,2.8,2.3,-1.8,23,52,27,2,96
Nedim Bajrami,al ALB,"MF,FW",Empoli,24-050,1999,10.4,1,1.2,0.7,-0.2,15,19,6,0,29
Jeremie Boga,ci CIV,"MF,FW",Atalanta,26-106,1997,7.8,5,2.7,3,+2.3,32,22,22,8,48
Cristian Buonaiuto,it ITA,"MF,FW",Cremonese,30-111,1992,7.7,0,1.5,1.5,-1.5,15,21,13,3,30
Gianluca Caprari,it ITA,"MF,FW",Monza,29-263,1993,21.5,2,1.7,2.2,+0.3,22,39,17,4,61
Charles De Ketelaere,be BEL,"MF,FW",Milan,22-040,2001,10.6,1,1.9,1.7,-0.9,19,24,16,0,48
Paulo Dybala,ar ARG,"MF,FW",Roma,29-155,1993,17.8,6,6.7,4.4,-0.7,51,44,20,1,64
Elif Elmas,mk MKD,"MF,FW",Napoli,23-207,1999,13.4,2,1.4,1.5,+0.6,19,46,18,3,51
Hamed Junior Traorè,ci CIV,"MF,FW",Sassuolo,23-062,2000,6.6,3,1.8,0.8,+1.2,17,17,7,3,26
Yayah Kallon,sl SLE,"MF,FW",Hellas Verona,21-293,2001,8.9,1,1.4,0.9,-0.4,12,9,13,5,21
Yann Karamoh,fr FRA,"MF,FW",Torino,24-285,1998,5,0,0.2,0.2,-0.2,4,1,3,1,5
Rade Krunić,ba BIH,"MF,FW",Milan,29-194,1993,12.1,1,0.9,0.8,+0.1,11,31,7,0,43
Marcin Listkowski,pl POL,"MF,FW",Lecce,25-068,1998,0.9,0,0,0,0,0,0,0,0,1
Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,29-350,1993,6.1,2,2,1.3,0,13,36,15,0,50
Fabio Miretti,it ITA,"MF,FW",Juventus,19-259,2003,10.8,2,1.2,1.2,+0.8,15,28,11,3,42
Cyril Ngonge,be BEL,"MF,FW",Hellas Verona,22-328,2000,4.2,1,0.5,0.5,+0.5,7,6,6,4,11
Mario Pašalić,hr CRO,"MF,FW",Atalanta,28-069,1995,14.2,2,1.7,1.3,+0.3,12,38,16,1,63
Marko Pjaca,hr CRO,"MF,FW",Empoli,27-348,1995,5.1,0,0.4,0.5,-0.4,11,15,8,3,18
Nemanja Radonjić,rs SRB,"MF,FW",Torino,27-063,1996,15.5,2,1.7,2.4,+0.3,18,20,19,8,40
Diego Valencia,cl CHI,"MF,FW",Salernitana,23-095,2000,2.6,0,0.1,0,-0.1,2,1,2,1,4
Mattia Valoti,it ITA,"MF,FW",Monza,29-225,1993,3.9,0,0,0.1,0,2,15,1,0,14
Emanuel Vignato,it ITA,"MF,FW",Bologna,22-238,2000,2.7,1,0.4,0.6,+0.6,3,9,2,1,9
Nikola Vlašić,hr CRO,"MF,FW",Torino,25-197,1997,23.3,2,2.8,2,-0.8,46,52,19,7,79
Lukáš Vorlický,cz CZE,"MF,FW",Atalanta,21-091,2002,0.3,0,0,0,0,0,1,1,0,3
Luca Zanimacchia,it ITA,"MF,FW",Cremonese,24-274,1998,8.3,0,0.9,1,-0.9,14,12,12,2,26
Nicolò Zaniolo,it ITA,"MF,FW",Roma,23-291,1999,9.9,0,0.9,0.6,-0.9,8,10,7,1,19
Filip Đuričić,rs SRB,"MF,FW",Sampdoria,31-079,1992,20.6,0,1.9,1.5,-1.9,32,46,18,4,73
Tio Cipot,si SVN,"FW,DF",Spezia,19-364,2003,1,0,0.1,0.1,-0.1,2,2,1,0,4
Emmanuel Gyasi,gh GHA,"FW,DF",Spezia,29-098,1994,24,0,1.6,1.4,-1.6,18,12,12,2,38
Giorgos Kyriakopoulos,gr GRE,"FW,DF",Sassuolo,27-073,1996,8.5,1,1.4,0.9,-0.4,14,23,14,9,32
Junior Messias,br BRA,"FW,DF",Milan,31-341,1991,12.6,2,0.6,1.4,+1.4,10,26,3,1,39
Alexis Saelemaekers,be BEL,"FW,DF",Milan,23-296,1999,11.6,2,2.1,2.4,-0.1,14,22,24,9,37
Karim Zedadka,fr FRA,"FW,DF",Napoli,22-314,2000,0.1,0,0,0,0,0,1,0,0,0
Oliver Abildgaard,dk DEN,MF,Hellas Verona,26-313,1996,1.9,0,0.1,0,-0.1,2,3,1,1,2
Christian Acella,it ITA,MF,Cremonese,20-286,2002,0.2,0,0,0,0,0,0,0,0,0
Jean-Daniel Akpa-Akpro,ci CIV,MF,Empoli,30-190,1992,10.7,0,0.7,0.6,-0.7,5,19,7,2,32
Luis Alberto,es ESP,MF,Lazio,30-203,1992,19.1,4,4,3.8,0,41,135,33,0,167
Sofyan Amrabat,ma MAR,MF,Fiorentina,26-241,1996,18.7,0,0.6,1.4,-0.6,10,134,20,9,149
Marcos Antônio,br BRA,MF,Lazio,22-310,2000,3.6,0,0,0.1,0,0,19,1,0,14
Tolgay Arslan,de GER,MF,Udinese,32-246,1990,10.6,0,1.1,1.3,-1.1,11,38,16,2,64
Santiago Ascacíbar,ar ARG,MF,Cremonese,26-053,1997,8.1,0,0.4,0.5,-0.4,8,50,7,2,41
Kristoffer Askildsen,no NOR,MF,Lecce,22-100,2001,7,0,0.3,0.3,-0.3,6,19,2,0,21
Kristjan Asllani,al ALB,MF,Inter,21-041,2002,4.9,0,0.8,0.8,-0.8,10,23,4,0,24
Tiemoué Bakayoko,fr FRA,MF,Milan,28-245,1994,0.5,0,0,0,0,0,3,0,0,2
Tommaso Baldanzi,it ITA,MF,Empoli,20-027,2003,15.5,0,1,1.1,-1,17,34,15,1,58
Filippo Bandinelli,it ITA,MF,Empoli,28-021,1995,21.8,0,2.5,2.4,-2.5,29,53,36,21,90
Antonín Barák,cz CZE,MF,Hellas Verona,28-137,1994,0.3,0,0,0,0,0,2,0,0,2
Antonín Barák,cz CZE,MF,Fiorentina,28-137,1994,15.7,0,1.5,1,-1.5,19,55,11,2,71
Andrea Barberis,it ITA,MF,Monza,29-129,1993,3.8,1,0.4,0.2,+0.6,4,16,1,1,14
Nicolò Barella,it ITA,MF,Inter,26-071,1997,25.1,6,5.2,3.9,+0.8,47,134,46,14,190
Enzo Barrenechea,ar ARG,MF,Juventus,21-332,2001,1.8,0,0,0,0,1,6,0,0,5
Toma Bašić,hr CRO,MF,Lazio,26-145,1996,5,0,0.3,0.3,-0.3,5,12,4,2,18
Julius Beck,dk DEN,MF,Spezia,17-357,2005,0.1,0,0,0,0,0,0,0,0,2
Marco Benassi,it ITA,MF,Cremonese,28-223,1994,8.5,0,0.4,0.5,-0.4,7,11,4,2,22
Ismaël Bennacer,dz ALG,MF,Milan,25-139,1997,19.6,2,3.2,3,-1.2,42,109,26,4,121
Alessandro Bianco,it ITA,MF,Fiorentina,20-200,2002,1.3,0,0,0,0,1,10,1,0,7
Kristijan Bistrović,hr CRO,MF,Lecce,25-010,1998,5.1,0,0.4,0.5,-0.4,6,10,2,1,16
Alexis Blin,fr FRA,MF,Lecce,26-215,1996,19.6,0,0.4,0.5,-0.4,9,70,11,2,76
Emil Bohinen,no NOR,MF,Salernitana,24-038,1999,6.2,0,0.4,0.2,-0.4,7,16,4,1,21
Giacomo Bonaventura,it ITA,MF,Fiorentina,33-240,1989,19.6,0,2.1,2.3,-2.1,29,49,28,4,90
Warren Bondo,fr FRA,MF,Monza,19-216,2003,0.7,0,0,0,0,0,2,0,0,5
Mehdi Bourabia,ma MAR,MF,Spezia,31-255,1991,25.6,2,3.6,3.3,-1.6,30,84,29,10,95
Edoardo Bove,it ITA,MF,Roma,20-338,2002,4.7,0,0.5,0.4,-0.5,2,2,1,0,7
Jayden Braaf,nl NED,MF,Hellas Verona,20-231,2002,2.5,0,0.1,0.1,-0.1,1,4,0,0,3
Marcelo Brozović,hr CRO,MF,Inter,30-154,1992,12.6,0,0.9,0.9,-0.9,12,69,9,3,75
Hakan Çalhanoğlu,tr TUR,MF,Inter,29-070,1994,21.6,5,4.2,5.2,+0.8,61,126,34,10,146
Mohamed Camara,gn GUI,MF,Roma,26-050,1997,4.6,0,0.3,0.2,-0.3,2,18,2,1,20
Michele Castagnetti,it ITA,MF,Cremonese,33-113,1989,11.3,1,1.5,1.6,-0.5,20,73,13,2,90
Gaetano Castrovilli,it ITA,MF,Fiorentina,26-061,1997,3.8,0,0.1,0.3,-0.1,3,3,3,1,7
Danilo Cataldi,it ITA,MF,Lazio,28-256,1994,20.6,1,1.1,1.5,-0.1,15,99,9,0,82
Andrea Colpani,it ITA,MF,Monza,23-343,1999,7.7,0,1.4,1.1,-1.4,13,22,9,2,42
Alessandro Cortinovis,it ITA,MF,Hellas Verona,22-084,2001,0.1,0,0,0,0,0,0,2,1,2
Lassana Coulibaly,ml MLI,MF,Salernitana,27-009,1996,24.6,2,1.3,1.1,+0.7,14,64,7,1,92
Bryan Cristante,it ITA,MF,Roma,28-047,1995,26.1,1,1.2,1.8,-0.2,13,132,14,3,120
Domen Črnigoj,si SVN,MF,Salernitana,27-152,1995,3.3,0,0.4,0.6,-0.4,2,8,0,0,3
Mickaël Cuisance,fr FRA,MF,Sampdoria,23-246,1999,5.8,0,0.6,0.6,-0.6,5,10,8,0,20
Duccio Degl'Innocenti,it ITA,MF,Empoli,19-356,2003,0,0,0,0,0,0,0,0,0,0
Diego Demme,de GER,MF,Napoli,31-149,1991,1,0,0,0.1,0,1,11,1,0,15
Brahim Díaz,es ESP,MF,Milan,23-259,1999,15.7,4,4.2,2.3,-0.2,32,65,33,1,100
Nicolás Domínguez,ar ARG,MF,Bologna,24-295,1998,19.3,2,2.1,2.2,-0.1,25,77,16,0,100
Ondrej Duda,sk SVK,MF,Hellas Verona,28-135,1994,9.7,0,0.3,0.4,-0.3,5,32,5,1,37
Alfred Duncan,gh GHA,MF,Fiorentina,30-040,1993,6.9,0,0.2,0.5,-0.2,4,35,8,4,41
Éderson,br BRA,MF,Atalanta,23-286,1999,19.1,1,2.2,2,-1.2,18,68,12,3,78
Albin Ekdal,se SWE,MF,Spezia,33-265,1989,13.4,2,1.5,0.5,+0.5,7,47,10,1,57
Gonzalo Escalante,ar ARG,MF,Cremonese,30-023,1993,6.2,1,0.2,0.1,+0.8,4,30,2,0,30
Salvatore Esposito,it ITA,MF,Spezia,22-194,2000,3.6,0,0.1,0.1,-0.1,1,20,1,0,15
Nicolò Fagioli,it ITA,MF,Juventus,22-066,2001,13.3,3,1,0.6,+2.0,13,35,11,2,39
Jacopo Fazzini,it ITA,MF,Empoli,20-034,2003,6.5,0,0.8,0.7,-0.8,7,11,4,1,16
Lewis Ferguson,sct SCO,MF,Bologna,23-238,1999,19.7,0,0.9,0.9,-0.9,13,45,5,0,59
Davide Frattesi,it ITA,MF,Sassuolo,23-179,1999,26.8,0,1.6,1.6,-1.6,25,66,17,1,109
Gianluca Gaetano,it ITA,MF,Napoli,22-349,2000,0.4,1,0.2,0,+0.8,1,2,0,0,4
Roberto Gagliardini,it ITA,MF,Inter,29-012,1994,4.9,0,0.2,0.5,-0.2,3,16,8,3,23
Gvidas Gineitis,lt LTU,MF,Torino,19-004,2004,1.5,0,0,0,0,0,6,0,0,6
Joan Gonzàlez,es ESP,MF,Lecce,21-077,2002,22.5,3,1.3,1.6,+1.7,14,65,8,3,64
Alberto Grassi,it ITA,MF,Empoli,28-043,1995,6.7,0,0.1,0.1,-0.1,3,16,4,0,28
Nicolas Haas,ch SUI,MF,Empoli,27-086,1996,11,0,0.6,0.3,-0.6,6,26,5,0,31
Abdou Harroui,nl NED,MF,Sassuolo,25-096,1998,4.9,0,0.3,0.4,-0.3,5,22,6,2,23
Liam Henderson,sct SCO,MF,Empoli,26-359,1996,8.8,1,1.2,0.8,-0.2,15,21,10,9,28
Matheus Henrique,br BRA,MF,Sassuolo,25-121,1997,15.1,0,1.4,0.9,-1.4,21,60,11,0,79
Morten Hjulmand,dk DEN,MF,Lecce,23-298,1999,26.6,4,1.9,1.1,+2.1,20,110,13,3,124
Martin Hongla,cm CMR,MF,Hellas Verona,25-034,1998,5.8,0,0.3,0.4,-0.3,3,18,2,1,24
Ajdin Hrustic,au AUS,MF,Hellas Verona,26-288,1996,2.5,0,0.6,0.6,-0.6,3,1,5,1,8
Ivan Ilić,rs SRB,MF,Hellas Verona,22-033,2001,9.5,1,1,1,0,16,19,10,1,39
Ivan Ilić,rs SRB,MF,Torino,22-033,2001,5.4,1,0.2,0.3,+0.8,2,24,5,3,27
Emirhan İlkhan,tr TUR,MF,Torino,18-322,2004,1,0,0.1,0,-0.1,1,6,2,0,8
Emirhan İlkhan,tr TUR,MF,Sampdoria,18-322,2004,0.5,0,0,0,0,0,1,0,0,1
Mato Jajalo,ba BIH,MF,Udinese,34-329,1988,0.7,0,0,0.1,0,1,1,1,0,4
Þórir Jóhann Helgason,is ISL,MF,Lecce,22-203,2000,2.4,0,0.3,0.3,-0.3,3,2,0,0,2
Teun Koopmeiners,nl NED,MF,Atalanta,25-050,1998,23.8,3,3.2,4.4,-0.2,39,124,38,12,148
Viktor Kovalenko,ua UKR,MF,Spezia,27-064,1996,5.3,0,0.3,0.4,-0.3,5,3,4,1,17
Karol Linetty,pl POL,MF,Torino,28-076,1995,18.8,0,0.8,0.7,-0.8,18,66,5,1,66
Stanislav Lobotka,sk SVK,MF,Napoli,28-145,1994,27.1,1,0.8,0.9,+0.2,14,164,11,0,130
