Player,Nation,Pos,Squad,Age,Born,90s,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Mohamed Ali Cho,fr FRA,FW,Real Sociedad,19-090,2004,4.6,0.43,0.33,0.26,0.11,1.3,0.65,1.3,0.87,0.87
Carlos Álvarez,es ESP,FW,Sevilla,19-256,2003,0.1,0,,,,,,,,
Sergio Arribas,es ESP,FW,Real Madrid,21-201,2001,0.1,0,0,0,0,10,10,10,0,20
Ricard Artero,es ESP,FW,Girona,20-073,2003,0.1,0,0,0,0,0,0,0,0,0
Iago Aspas,es ESP,FW,Celta Vigo,35-261,1987,27.4,0.11,0.18,0.17,-0.07,2.52,2.59,1.35,0.07,4.82
Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,33-305,1989,0.1,0,0,0,0,0,0,0,0,0
Bebé,cv CPV,FW,Rayo Vallecano,32-281,1990,0.7,0,0.14,0.14,-0.14,2.86,2.86,1.43,1.43,1.43
Iker Benito,es ESP,FW,Osasuna,20-252,2002,0.1,0,1,2,-1,10,0,0,0,10
Karim Benzema,fr FRA,FW,Real Madrid,35-121,1987,17.8,0.17,0.28,0.23,-0.11,2.42,2.98,2.08,0,6.01
Álex Berenguer,es ESP,FW,Athletic Club,27-289,1995,19.7,0.05,0.17,0.18,-0.12,1.83,1.07,1.47,0.46,3.2
El Bilal Touré,ml MLI,FW,Almería,21-198,2001,13,0.15,0.1,0.05,0.05,1.08,0.54,0.23,0.08,1
Lucas Boyé,ar ARG,FW,Elche,27-050,1996,20.6,0.1,0.1,0.06,0,1.17,1.31,0.92,0.24,2.43
Ante Budimir,hr CRO,FW,Osasuna,31-271,1991,14.6,0,0.04,0.03,-0.04,0.55,0.48,0.21,0,1.1
Sergio Camello,es ESP,FW,Rayo Vallecano,22-068,2001,22.5,0.18,0.1,0.07,0.08,1.07,0.53,0.44,0,1.42
Valentín Castellanos,ar ARG,FW,Girona,24-198,1998,23.7,0,0.04,0.06,-0.04,0.46,0.68,0.55,0.04,1.27
Edinson Cavani,uy URU,FW,Valencia,36-064,1987,12.4,0.08,0.1,0.06,-0.02,0.89,0.81,0.16,0,0.97
Diego Collado,es ESP,FW,Villarreal,22-100,2001,0.1,0,0,0,0,0,0,0,0,10
Jesús Corona,mx MEX,FW,Sevilla,30-103,1993,0.7,0,0.29,0.14,-0.29,1.43,0,0,0,1.43
Juan Cruz,es ESP,FW,Betis,22-359,2000,1.9,0,0.05,0.05,-0.05,1.05,0,0,0,0.53
Arnaut Danjuma,nl NED,FW,Villarreal,26-078,1997,5.3,0,0.08,0.06,-0.08,0.94,0.57,0.57,0.38,0.38
Ousmane Dembélé,fr FRA,FW,Barcelona,25-339,1997,12.2,0.41,0.3,0.31,0.11,2.79,1.56,2.38,0.33,4.75
Malcom Abdulai Ares Djalo,es ESP,FW,Athletic Club,21-189,2001,0.1,0,0,0,0,0,0,0,0,10
Kasper Dolberg,dk DEN,FW,Sevilla,25-195,1997,2.2,0.45,0.18,0,0.27,0.45,0.45,0,0,0.91
Hugo Duro,es ESP,FW,Valencia,23-160,1999,12.3,0,0.07,0.03,-0.07,0.57,0.81,0.08,0,1.22
Adri Embarba,es ESP,FW,Espanyol,30-347,1992,0.4,0,0,0.25,0,0,0,0,0,0
Youssef En-Nesyri,ma MAR,FW,Sevilla,25-322,1997,14.5,0,0.03,0.03,-0.03,0.41,0.21,0,0,0.62
Ansu Fati,es ESP,FW,Barcelona,20-170,2002,12.3,0.24,0.1,0.09,0.15,0.89,1.38,0.89,0.08,2.76
Carlos Fernández,es ESP,FW,Real Sociedad,26-332,1996,4.5,0,0.09,0.04,-0.09,1.11,0.44,0.67,0,2.44
Aleix Garrido,es ESP,FW,Barcelona,19-056,2004,0.1,0,0,0,0,0,0,0,0,0
Sékou Gassama,sn SEN,FW,Valladolid,27-348,1995,0.4,0,0,0,0,2.5,0,0,0,0
Álvaro Giménez,es ESP,FW,Cádiz,31-335,1991,0.2,0,0,0,0,0,0,0,0,5
Maxi Gómez,uy URU,FW,Valencia,26-248,1996,1.2,0,0.17,0.17,-0.17,1.67,0,0,0,0
Sergi Guardiola,es ESP,FW,Valladolid,31-325,1991,5.6,0,0.02,0.04,-0.02,0.36,0.18,0.18,0.18,0.54
Sergi Guardiola,es ESP,FW,Cádiz,31-325,1991,6.9,0,0.07,0.03,-0.07,0.87,0.72,0.29,0,3.04
Javier Guerra,es ESP,FW,Valencia,20-108,2003,0.1,0,0,0,0,0,0,10,0,20
Gorka Guruzeta,es ESP,FW,Athletic Club,26-219,1996,10.7,0.09,0.04,0.06,0.06,0.56,1.21,0.37,0,1.78
Eden Hazard,be BEL,FW,Real Madrid,32-102,1991,1.5,0.67,0.33,0.27,0.33,4.67,3.33,1.33,0,2.67
Luiz Henrique,br BRA,FW,Betis,22-107,2001,17,0.12,0.14,0.1,-0.02,0.82,0.71,0.53,0.24,1.24
Borja Iglesias,es ESP,FW,Betis,30-092,1993,21.7,0.14,0.12,0.07,0.02,0.83,0.46,0.51,0,1.15
Alexander Isak,se SWE,FW,Real Sociedad,23-210,1999,1.7,0,0.06,0,-0.06,1.18,0,0.59,0,1.76
Nicolas Jackson,sn SEN,FW,Villarreal,21-303,2001,9.5,0.21,0.17,0.08,0.04,1.05,1.58,0.95,0,2.84
Adnan Januzaj,be BEL,FW,Sevilla,28-073,1995,0.5,0,0,0,0,0,0,0,0,2
Luis Javier Suárez,co COL,FW,Almería,25-138,1997,11.2,0.18,0.08,0.08,0.1,0.63,1.34,0.18,0.09,1.7
Willian José,br BRA,FW,Betis,31-147,1991,4.5,0,0.02,0.04,-0.02,0.67,0.89,0.67,0,2.44
Joselu,es ESP,FW,Espanyol,33-023,1990,25.2,0.08,0.09,0.07,-0.01,0.67,1.35,0.32,0.04,2.1
Juanmi,es ESP,FW,Betis,29-334,1993,8.6,0,0.1,0.1,-0.1,0.47,0.7,0.35,0,1.51
Vinicius Júnior,br BRA,FW,Real Madrid,22-281,2000,26.3,0.23,0.27,0.23,-0.05,2.05,0.99,1.48,0.08,2.74
Jon Karrikaburu,es ESP,FW,Real Sociedad,20-212,2002,1,0,0.3,0.1,-0.3,1,2,1,0,4
Kike,es ESP,FW,Osasuna,33-145,1989,9.7,0,0.09,0.07,-0.09,1.03,1.34,0.62,0,1.44
Cyle Larin,ca CAN,FW,Valladolid,28-002,1995,7.4,0.27,0.19,0.03,0.08,0.95,0.41,0.27,0,1.08
Sergio León,es ESP,FW,Valladolid,34-103,1989,13,0.08,0.08,0.04,-0.01,0.85,0.38,0.46,0.08,1.54
Robert Lewandowski,pl POL,FW,Barcelona,34-241,1988,22.6,0.27,0.17,0.13,0.09,1.06,1.46,0.97,0.09,3.05
Javier Llabrés,es ESP,FW,Mallorca,20-220,2002,0.2,0,0,0,0,0,0,0,0,0
Anthony Lozano,hn HON,FW,Cádiz,29-359,1993,13.4,0,0.04,0.06,-0.04,0.6,1.12,0.37,0.07,1.87
Darwin Machís,ve VEN,FW,Valladolid,30-071,1993,4.1,0.24,0.46,0.34,-0.22,1.71,0.73,1.95,1.95,1.46
Mariano,do DOM,FW,Real Madrid,29-261,1993,0.6,0,0.67,1,-0.67,1.67,1.67,0,0,1.67
Roger Martí,es ESP,FW,Elche,32-106,1991,7.3,0.14,0.1,0.05,0.04,1.37,0.96,0.41,0.27,0.96
Roger Martí,es ESP,FW,Cádiz,32-106,1991,6,0,0.05,0.02,-0.05,0.33,0.33,0.17,0,0.67
Borja Mayoral,es ESP,FW,Getafe,26-014,1997,26.5,0.08,0.09,0.1,-0.02,0.64,1.21,0.72,0.11,1.85
Memphis,nl NED,FW,Barcelona,29-065,1994,1.3,0,0.08,0.15,-0.08,2.31,2.31,1.54,0,5.38
Memphis,nl NED,FW,Atlético Madrid,29-065,1994,2.9,0,0.17,0.24,-0.17,1.72,1.38,1.03,0,2.76
Marko Milovanović,rs SRB,FW,Almería,19-258,2003,0.2,0,0,0,0,0,0,0,0,5
Rafa Mir,es ESP,FW,Sevilla,25-305,1997,9.2,0,0.09,0.09,-0.09,0.65,0.54,0,0,0.76
Álvaro Morata,es ESP,FW,Atlético Madrid,30-178,1992,16.8,0.12,0.07,0.05,0.05,0.77,0.36,0.24,0.06,0.95
Gerard Moreno,es ESP,FW,Villarreal,31-012,1992,11.9,0.17,0.17,0.09,0,1.34,2.18,1.26,0.08,4.29
Loren Morón,es ESP,FW,Betis,29-110,1993,0.2,0,0,0,0,0,0,0,0,0
Vedat Muriqi,xk KVX,FW,Mallorca,28-360,1994,24.9,0.08,0.06,0.06,0.02,0.68,1.24,0.16,0,1.89
Álvaro Negredo,es ESP,FW,Cádiz,37-242,1985,7,0.29,0.29,0.2,0,1.14,1.29,0.43,0.14,2
Randy Ntekja,fr FRA,FW,Elche,25-134,1997,3.1,0,0.06,0.06,-0.06,0.97,1.29,0.32,0,1.61
Moises Parra Gutierrez,es ESP,FW,Getafe,20-299,2002,0.1,0,0,0,0,0,0,0,0,0
Lucas Pérez,es ESP,FW,Cádiz,34-221,1988,7,0,0.09,0.14,-0.09,0.57,1.86,1,0.43,2
Manuel Pozo,es ESP,FW,Valladolid,21-128,2001,0.2,0,0,0,0,5,5,0,0,5
Raphinha,br BRA,FW,Barcelona,26-126,1996,16.8,0.24,0.36,0.39,-0.12,2.5,2.02,3.21,0.83,4.64
Rodrygo,br BRA,FW,Real Madrid,22-100,2001,20.3,0.34,0.33,0.26,0.02,1.92,2.36,0.89,0.1,3.15
Umar Sadiq,ng NGA,FW,Almería,26-076,1997,2.7,0,0.07,0.04,-0.07,1.11,0,0.37,0,0.74
Umar Sadiq,ng NGA,FW,Real Sociedad,26-076,1997,0.9,0,0,0,0,0,0,0,0,1.11
Esteban Saveljich,me MNE,FW,Rayo Vallecano,31-334,1991,0,0,0,0,0,0,0,0,0,0
Haris Seferović,ch SUI,FW,Celta Vigo,31-056,1992,5.8,0,0.03,0.07,-0.03,0.34,0.86,0.52,0,1.38
Dyego Sousa,pt POR,FW,Almería,33-217,1989,4.1,0.24,0.2,0.2,0.05,1.46,0,0.98,0,2.44
Jørgen Strand Larsen,no NOR,FW,Celta Vigo,23-072,2000,14.6,0.27,0.13,0.07,0.14,0.68,0.68,0.14,0,0.68
Cristhian Stuani,uy URU,FW,Girona,36-189,1986,8.5,0,0.11,0.07,-0.11,0.71,0.59,0.35,0,1.06
Alexander Sørloth,no NOR,FW,Real Sociedad,27-135,1995,19.8,0.05,0.08,0.05,-0.03,1.06,0.51,0.35,0.05,0.76
Raúl de Tomás,es ESP,FW,Rayo Vallecano,28-184,1994,3.6,0,0.08,0.19,-0.08,0.83,0,0.83,0,1.11
Ferrán Torres,es ESP,FW,Barcelona,23-049,2000,12.6,0.08,0.29,0.3,-0.21,1.75,0.79,1.9,0.79,2.94
Enes Ünal,tr TUR,FW,Getafe,25-344,1997,28,0.11,0.08,0.05,0.02,0.79,1.32,0.43,0.07,1.64
Asier Villalibre,es ESP,FW,Athletic Club,25-201,1997,1.1,0,0.18,0,-0.18,1.82,0.91,0.91,0,1.82
Shon Weissman,il ISR,FW,Valladolid,27-064,1996,8.3,0,0.02,0.05,-0.02,0.36,0.36,0,0,0.48
Iñaki Williams,gh GHA,FW,Athletic Club,28-308,1994,23.6,0.08,0.15,0.12,-0.06,1.23,0.85,0.68,0.17,1.91
Nico Williams,es ESP,FW,Athletic Club,20-281,2002,23.6,0.17,0.22,0.14,-0.06,1.69,0.89,1.31,0.38,2.71
Marco Asensio,es ESP,"FW,MF",Real Madrid,27-088,1996,10.8,0.37,0.33,0.25,0.04,2.78,3.61,1.76,0.37,4.72
Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,29-072,1994,16.3,0.12,0.1,0.13,0.02,1.04,1.41,1.41,0.86,2.02
Léo Baptistão,br BRA,"FW,MF",Almería,30-236,1992,16.1,0.06,0.07,0.06,-0.01,0.87,1.43,0.68,0.19,2.55
Kike Barja,es ESP,"FW,MF",Osasuna,26-018,1997,9.9,0.3,0.21,0.25,0.09,2.22,1.01,2.22,1.72,2.73
Martin Braithwaite,dk DEN,"FW,MF",Espanyol,31-318,1991,22.1,0.05,0.05,0.04,0,0.45,0.77,0.45,0.09,1.86
Sergio Canales,es ESP,"FW,MF",Betis,32-062,1991,18.6,0.11,0.24,0.18,-0.13,2.04,4.14,1.88,0.43,5.59
Samu Castillejo,es ESP,"FW,MF",Valencia,28-091,1995,14.5,0,0.2,0.18,-0.2,1.86,3.31,1.31,0.34,4.97
Pep Chavarría,es ESP,"FW,MF",Rayo Vallecano,25-009,1998,1.6,0,0.13,0.13,-0.13,2.5,1.25,1.88,0,4.38
Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,23-332,1999,19.4,0.26,0.17,0.16,0.09,1.65,0.93,1.8,0.36,2.94
Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,28-041,1995,11.9,0.08,0.27,0.27,-0.18,1.68,1.85,1.43,0.17,3.78
Matheus Cunha,br BRA,"FW,MF",Atlético Madrid,23-327,1999,4.2,0.48,0.19,0.1,0.29,1.43,1.43,0.48,0,1.67
Adri Embarba,es ESP,"FW,MF",Almería,30-347,1992,10.8,0.28,0.27,0.18,0.01,2.5,1.39,0.83,0.46,2.87
Abdessamad Ezzalzouli,ma MAR,"FW,MF",Osasuna,21-123,2001,12.3,0.16,0.13,0.22,0.03,0.81,0.81,1.71,0.65,2.68
Radamel Falcao,co COL,"FW,MF",Rayo Vallecano,37-068,1986,6.1,0,0.02,0.03,-0.02,0.33,1.15,0.16,0,2.13
João Félix,pt POR,"FW,MF",Atlético Madrid,23-160,1999,7.2,0.42,0.21,0.14,0.21,1.39,1.94,1.39,0.14,3.75
Álvaro García,es ESP,"FW,MF",Rayo Vallecano,30-174,1992,24.8,0.12,0.17,0.15,-0.04,1.49,0.97,1.37,0.93,2.18
Raúl García,es ESP,"FW,MF",Athletic Club,36-282,1986,8.4,0.36,0.13,0.07,0.23,0.83,2.26,0.6,0,3.33
Roberto González,es ESP,"FW,MF",Betis,22-103,2001,0.6,0,0.5,0.33,-0.5,5,3.33,0,0,3.33
Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,32-029,1991,22.8,0.35,0.36,0.3,-0.01,2.46,3.86,1.89,0.53,5.44
Joaquín,es ESP,"FW,MF",Betis,41-272,1981,3.8,0.26,0.39,0.37,-0.13,5,2.63,2.11,0.53,5.53
Lago Junior,ci CIV,"FW,MF",Mallorca,32-109,1990,0.6,0,0,0,0,0,0,0,0,0
Tino Kadewere,zw ZIM,"FW,MF",Mallorca,27-104,1996,4.9,0,0.12,0.04,-0.12,0.61,0.61,0,0,0.2
Kenedy,br BRA,"FW,MF",Valladolid,27-070,1996,1.3,0.77,0.31,0.38,0.46,0.77,1.54,0.77,0.77,0.77
Justin Kluivert,nl NED,"FW,MF",Valencia,23-349,1999,12.1,0,0.17,0.15,-0.17,1.49,1.24,1.32,0.66,1.9
Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,21-319,2001,20.7,0.14,0.2,0.18,-0.05,1.26,1.16,0.97,0.14,2.66
Érik Lamela,ar ARG,"FW,MF",Sevilla,31-046,1992,15.4,0,0.08,0.07,-0.08,1.3,1.69,1.17,0.06,3.57
José Luis Morales,es ESP,"FW,MF",Villarreal,35-270,1987,13.2,0,0.12,0.08,-0.12,0.68,0.3,0.76,0.15,1.06
Maranhão,br BRA,"FW,MF",Valencia,26-181,1996,5,0,0.08,0.04,-0.08,0.8,0.8,0.2,0,1.4
Andrés Martín,es ESP,"FW,MF",Rayo Vallecano,23-282,1999,1.7,0,0.29,0.12,-0.29,0.59,0.59,1.76,1.18,1.76
Jaime Mata,es ESP,"FW,MF",Getafe,34-177,1988,0.6,1.67,0.83,0.17,0.83,1.67,1.67,1.67,0,3.33
Pere Milla,es ESP,"FW,MF",Elche,30-208,1992,16.1,0.06,0.07,0.07,-0.01,0.81,2.8,0.62,0.12,3.6
Jon Morcillo,es ESP,"FW,MF",Athletic Club,24-216,1998,0.8,1.25,0.37,0.25,0.87,5,0,3.75,1.25,2.5
Álvaro Muñoz,uy URU,"FW,MF",Real Madrid,18-279,2004,0.2,5,1.5,0.5,3.5,5,0,5,0,5
Randy Ntekja,fr FRA,"FW,MF",Rayo Vallecano,25-134,1997,1.3,0,0,0.08,0,0.77,5.38,0.77,0,4.62
Lucas Ocampos,ar ARG,"FW,MF",Sevilla,28-282,1994,8.9,0,0.11,0.11,-0.11,1.01,1.24,1.01,0.22,3.03
Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,25-363,1997,8.3,0.12,0.22,0.14,-0.1,1.08,1.33,0.6,0.12,2.41
Gonçalo Paciência,pt POR,"FW,MF",Celta Vigo,28-261,1994,5.4,0,0.09,0.07,-0.09,0.93,1.11,0.56,0.37,1.11
Isaac Palazón Camacho,es ESP,"FW,MF",Rayo Vallecano,28-113,1994,24.8,0.2,0.16,0.19,0.04,1.85,2.38,1.33,0.24,3.51
Ayoze Pérez,es ESP,"FW,MF",Betis,29-264,1993,7.3,0.14,0.16,0.16,-0.03,0.96,1.1,0.55,0,2.19
Francisco Perez,es ESP,"FW,MF",Valencia,20-222,2002,1.6,0,0,0.06,0,0,1.25,1.88,0,5
Yeremi Pino,es ESP,"FW,MF",Villarreal,20-181,2002,19.1,0.21,0.19,0.17,0.02,1.47,0.47,0.73,0.1,1.99
Óscar Plano,es ESP,"FW,MF",Valladolid,32-067,1991,20.5,0.05,0.07,0.07,-0.02,0.68,2.34,0.83,0.2,3.12
Gonzalo Plata,ec ECU,"FW,MF",Valladolid,22-169,2000,18,0.22,0.11,0.1,0.11,1.33,0.94,0.67,0.11,1.72
Ezequiel Ponce,ar ARG,"FW,MF",Elche,26-021,1997,11.7,0,0.04,0.03,-0.04,0.77,1.79,0.34,0,1.62
Abdón Prats,es ESP,"FW,MF",Mallorca,30-133,1992,3.1,0.32,0.45,0.06,-0.13,1.94,1.29,0.97,0,2.58
Javi Puado,es ESP,"FW,MF",Espanyol,24-329,1998,19.4,0.1,0.12,0.08,-0.02,0.98,0.52,0.77,0.15,2.06
Largie Ramazani,be BEL,"FW,MF",Almería,22-051,2001,13.9,0,0.06,0.09,-0.06,0.79,1.37,0.79,0.07,2.01
Chris Ramos,es ESP,"FW,MF",Cádiz,26-091,1997,3.3,0,0.03,0.12,-0.03,0.91,0.3,0.3,0.3,0.3
Rodrigo,es ESP,"FW,MF",Betis,22-338,2000,14.4,0.14,0.08,0.06,0.06,0.83,2.71,1.39,0.14,5.21
Ángel Rodríguez,es ESP,"FW,MF",Mallorca,35-358,1987,3,0,0.03,0.03,-0.03,1,1.67,0.33,0,1.33
Salvi,es ESP,"FW,MF",Rayo Vallecano,32-020,1991,3.8,0,0.13,0.16,-0.13,1.05,0.79,1.58,0.79,2.37
Samuel,br BRA,"FW,MF",Valencia,23-117,1999,25.2,0.04,0.06,0.1,-0.02,0.83,1.31,0.99,0.2,2.98
Roberto Torres,es ESP,"FW,MF",Osasuna,34-043,1989,0.1,0,3,2,-3,20,0,0,0,0
Manu Vallejo,es ESP,"FW,MF",Girona,26-064,1997,2.3,0.43,0.13,0.13,0.3,1.3,3.48,1.3,0.43,4.35
Aleix Vidal,es ESP,"FW,MF",Espanyol,33-241,1989,10.5,0.1,0.14,0.1,-0.05,0.95,1.52,0.76,0.19,1.9
Ángel Alarcón,es ESP,"MF,FW",Barcelona,18-339,2004,0.3,0,0,0,0,0,0,0,0,0
Iván Alejo,es ESP,"MF,FW",Cádiz,28-068,1995,10.4,0.1,0.15,0.13,-0.06,1.44,0.87,1.54,1.35,0.96
Selim Amallah,ma MAR,"MF,FW",Valladolid,26-155,1996,1.7,0.59,0.12,0.06,0.47,1.18,2.94,1.18,0,5.29
Amath,sn SEN,"MF,FW",Mallorca,26-277,1996,8.4,0,0.1,0.05,-0.1,0.24,0.83,0.48,0.24,1.19
Anuar,ma MAR,"MF,FW",Valladolid,28-094,1995,2.3,0,0.17,0,-0.17,1.74,1.3,0,0,1.3
Alex Baena,es ESP,"MF,FW",Villarreal,21-273,2001,16.9,0.12,0.27,0.17,-0.15,1.54,3.25,2.01,0.12,5.33
José Carlos Lazo,es ESP,"MF,FW",Almería,27-062,1996,0.2,0,0,0,0,0,0,0,0,0
José Carlos Lazo,es ESP,"MF,FW",Espanyol,27-062,1996,1.8,0.56,0.11,0.06,0.44,1.11,0,1.67,0.56,2.22
Álex Fernández,es ESP,"MF,FW",Cádiz,30-186,1992,16.3,0,0.07,0.09,-0.07,0.86,3.07,0.31,0.12,3.8
Fidel,es ESP,"MF,FW",Elche,33-174,1989,11.2,0.09,0.13,0.1,-0.04,1.61,3.39,0.89,0,5.98
Borja García,es ESP,"MF,FW",Girona,32-168,1990,7.5,0,0.08,0.04,-0.08,0.67,3.33,0.93,0,5.2
Rubén García,es ESP,"MF,FW",Osasuna,29-279,1993,9,0.22,0.14,0.17,0.08,1.89,1.89,0.89,0.11,3.67
Gavi,es ESP,"MF,FW",Barcelona,18-257,2004,21.8,0.14,0.14,0.15,0,1.61,3.39,1.7,0.14,4.91
Dani Gómez,es ESP,"MF,FW",Espanyol,24-263,1998,1,0,0,0,0,1,1,1,0,4
Moi Gómez,es ESP,"MF,FW",Osasuna,28-300,1994,24.8,0.08,0.15,0.19,-0.07,1.98,6.33,1.29,0.44,6.81
Papu Gómez,ar ARG,"MF,FW",Sevilla,35-063,1988,7.4,0.14,0.07,0.15,0.07,0.95,5.41,1.89,0.41,8.65
Munir El Haddadi,ma MAR,"MF,FW",Getafe,27-230,1995,9.8,0.1,0.07,0.12,0.03,1.02,1.94,0.71,0.51,2.86
Yangel Herrera,ve VEN,"MF,FW",Girona,25-102,1998,8.6,0.23,0.1,0.08,0.13,1.05,3.14,0.81,0.12,4.53
Isco,es ESP,"MF,FW",Sevilla,30-363,1992,8.9,0.22,0.19,0.12,0.03,1.91,5.06,0.9,0,4.16
Lee Kangin,kr KOR,"MF,FW",Mallorca,22-059,2001,24.4,0.16,0.16,0.16,0,1.76,2.58,0.98,0.37,3.24
Lázaro,br BRA,"MF,FW",Almería,21-038,2002,3.3,0,0.06,0.06,-0.06,1.82,4.24,0.61,0.3,3.64
Giovani Lo Celso,ar ARG,"MF,FW",Villarreal,27-010,1996,8.1,0.25,0.17,0.15,0.07,1.6,4.2,1.98,0,7.78
Awer Mabil,au AUS,"MF,FW",Cádiz,27-216,1995,1.8,0,0,0,0,0.56,2.22,0,0,2.22
Jon Magunacelaya,es ESP,"MF,FW",Real Sociedad,22-280,2000,0.7,0,0.57,0.71,-0.57,2.86,0,0,0,0
Ander Martin,es ESP,"MF,FW",Real Sociedad,22-154,2000,0.5,0,0.2,0,-0.2,4,4,0,0,6
Iker Muniain,es ESP,"MF,FW",Athletic Club,30-121,1992,15.8,0.19,0.22,0.22,-0.03,2.47,5.19,1.58,0.19,8.48
Juanjo Narváez,co COL,"MF,FW",Valladolid,28-066,1995,1.6,0,0,0,0,0,0,0,0,0
Roberto Navarro,es ESP,"MF,FW",Real Sociedad,21-007,2002,3.9,0,0.31,0.28,-0.31,3.08,2.05,0.77,0,3.33
Fernando Niño,es ESP,"MF,FW",Villarreal,22-177,2000,0.2,0,0,0,0,0,0,0,0,0
Brian Ocampo,uy URU,"MF,FW",Cádiz,23-298,1999,12.4,0.08,0.14,0.14,-0.06,1.29,1.05,1.21,0.48,1.77
Aimar Oroz,es ESP,"MF,FW",Osasuna,21-143,2001,15.1,0.2,0.06,0.07,0.14,1.13,2.19,0.99,0,3.64
Carles Pérez,es ESP,"MF,FW",Celta Vigo,25-062,1998,17.3,0.23,0.09,0.08,0.14,1.16,1.5,0.87,0.06,2.83
Francisco Portillo,es ESP,"MF,FW",Almería,32-310,1990,4.8,0,0.06,0.23,-0.06,0.63,7.71,2.29,0.21,10.6
José Pozo,es ESP,"MF,FW",Rayo Vallecano,27-035,1996,0.9,0,0.11,0.22,-0.11,2.22,4.44,2.22,0,6.67
Reinier,br BRA,"MF,FW",Girona,21-090,2002,3.9,0,0.05,0.08,-0.05,0.77,0.51,1.28,0,2.31
Nico Ribaudo,es ESP,"MF,FW",Espanyol,22-008,2001,6.9,0.29,0.06,0.06,0.23,1.16,2.32,0.58,0.29,3.04
Rodrigo Riquelme,es ESP,"MF,FW",Girona,23-017,2000,18.5,0.11,0.13,0.12,-0.02,1.14,1.95,1.24,0.27,3.84
Joel Roca,es ESP,"MF,FW",Girona,17-316,2005,0.7,0,0,0,0,1.43,0,0,0,0
Miguel Rodríguez,es ESP,"MF,FW",Celta Vigo,19-355,2003,0.7,0,0,0.14,0,0,1.43,4.29,1.43,7.14
Iván Sánchez,es ESP,"MF,FW",Valladolid,30-208,1992,11.8,0,0.12,0.13,-0.12,1.1,2.71,1.36,0.68,4.75
Rubén Sobrino,es ESP,"MF,FW",Cádiz,30-322,1992,19.8,0.05,0.05,0.04,0,0.76,1.06,0.2,0.05,1.57
Augusto Solari,ar ARG,"MF,FW",Celta Vigo,31-106,1992,2.4,0.42,0.08,0.13,0.33,1.25,2.92,0.83,0,4.58
Suso,es ESP,"MF,FW",Sevilla,29-151,1993,8.5,0.24,0.2,0.21,0.04,2.47,2.94,2.24,0.47,7.06
Pablo Torre,es ESP,"MF,FW",Barcelona,20-016,2003,0.5,0,0,0.2,0,0,4,2,0,6
Óliver Torres,es ESP,"MF,FW",Sevilla,28-160,1994,19.1,0.05,0.16,0.16,-0.1,1.47,4.29,1.05,0.31,5.97
Óscar Trejo,ar ARG,"MF,FW",Rayo Vallecano,34-358,1988,19.5,0.21,0.15,0.13,0.05,1.95,4.56,0.97,0.1,5.33
Beñat Turrientes,es ESP,"MF,FW",Real Sociedad,21-078,2002,1.2,0,0.17,0,-0.17,1.67,2.5,0,0,1.67
Federico Valverde,uy URU,"MF,FW",Real Madrid,24-271,1998,23.8,0.13,0.24,0.19,-0.11,1.76,3.91,1.6,0.25,5.42
Toni Villa,es ESP,"MF,FW",Girona,28-102,1995,9.9,0.3,0.16,0.13,0.14,1.41,2.12,0.81,0.51,3.84
Gonzalo Villar,es ESP,"MF,FW",Getafe,25-027,1998,2.9,0,0.1,0.1,-0.1,0.69,4.14,1.03,0,4.14
Luca Koleosho,it ITA,"FW,DF",Espanyol,18-216,2004,0.3,0,0,0,0,0,0,0,0,0
Latasa,es ESP,"FW,DF",Getafe,22-027,2001,1.5,0,0.07,0.07,-0.07,0.67,2.67,0.67,0,4.67
Diego Noguerol,es ESP,"FW,DF",Valencia,20-341,2002,0.1,0,0,0,0,0,0,0,0,0
Álvaro Aguado,es ESP,MF,Valladolid,26-353,1996,15.3,0.13,0.11,0.1,0.02,1.63,4.97,0.59,0.07,6.41
Paul Akouokou,ci CIV,MF,Betis,25-120,1997,3.2,0,0,0.03,0,0,3.75,0.31,0,2.19
Tomás Alarcón,cl CHI,MF,Cádiz,24-090,1999,2.5,0,0.04,0.04,-0.04,0.8,4.4,0.4,0,3.6
Rubén Alcaraz,es ESP,MF,Cádiz,31-353,1991,17,0,0.06,0.06,-0.06,1,4.06,0.82,0.41,4.24
Carles Aleñá,es ESP,MF,Getafe,25-104,1998,18.2,0.11,0.04,0.05,0.07,0.66,3.02,0.82,0.22,4.07
Alejandro Alfaro,es ESP,MF,Elche,20-308,2002,0.2,0,0,0,0,0,0,0,0,0
Ángel Algobia,es ESP,MF,Getafe,23-300,1999,11.9,0,0.01,0.03,-0.01,0.25,2.77,0.34,0.34,3.28
Domingos André Ribeiro Almeida,pt POR,MF,Valencia,22-324,2000,20.6,0.15,0.11,0.12,0.03,1.31,5.49,1.46,0.44,7.14
Mauro Arambarri,uy URU,MF,Getafe,27-201,1995,9.2,0.11,0.16,0.16,-0.05,1.52,3.15,0.43,0.22,3.26
