Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Int,Tkl+Int,Clr,Err
Mislav Oršić,hr CRO,MF,Southampton,30-111,1992,0.1,10,10,10,0,0,0,10,0,0
João Palhinha,pt POR,MF,Fulham,27-284,1995,26.7,4.04,2.32,1.35,1.84,0.86,1.31,5.36,2.02,0.07
Lucas Paquetá,br BRA,MF,West Ham,25-235,1997,17.5,2.74,2,0.86,1.43,0.46,0.69,3.43,1.6,0
Thomas Partey,gh GHA,MF,Arsenal,29-310,1993,23.1,2.55,1.56,0.69,1.26,0.61,1.08,3.64,1.6,0.04
Ben Pearson,eng ENG,MF,Bournemouth,28-105,1995,3.2,2.19,0.94,0.94,0.94,0.31,0.63,2.81,1.88,0
Andreas Pereira,br BRA,MF,Fulham,27-108,1996,27.6,0.51,0.25,0.07,0.14,0.29,0.18,0.69,0.29,0
Máximo Perrone,ar ARG,MF,Manchester City,20-102,2003,0.2,0,0,0,0,0,0,0,0,0
Kalvin Phillips,eng ENG,MF,Manchester City,27-138,1995,1.2,4.17,3.33,1.67,2.5,0,1.67,5.83,4.17,0
Isaac Price,nir NIR,MF,Everton,19-205,2003,0.4,0,0,0,0,0,0,0,0,0
Harrison Reed,eng ENG,MF,Fulham,28-082,1995,25.9,1.39,0.85,0.54,0.66,0.19,0.66,2.05,1.2,0
Declan Rice,eng ENG,MF,West Ham,24-095,1999,30,2.27,1.1,1.17,0.97,0.13,1.7,3.97,1.77,0
Marc Roca,es ESP,MF,Leeds United,26-144,1996,22,2.68,1.73,0.95,1.5,0.23,1.05,3.73,0.91,0.05
Rodri,es ESP,MF,Manchester City,26-301,1996,27.2,2.13,1.32,0.88,0.88,0.37,1.07,3.2,1.18,0.04
Oriol Romeu,es ESP,MF,Southampton,31-207,1991,0.8,1.25,0,0,1.25,0,1.25,2.5,1.25,0
Connor Ronan,ie IRL,MF,Wolves,25-044,1998,0,0,0,0,0,0,0,0,0,0
Joe Rothwell,eng ENG,MF,Bournemouth,28-098,1995,7.5,1.33,0.8,0.53,0.8,0,0.93,2.27,0.8,0
Marcel Sabitzer,at AUT,MF,Manchester Utd,29-033,1994,5.7,1.93,1.23,0.53,1.4,0,1.05,2.98,1.75,0
Albert Sambi Lokonga,be BEL,MF,Arsenal,23-179,1999,2.2,0.45,0.45,0,0,0.45,2.27,2.73,0.91,0
Albert Sambi Lokonga,be BEL,MF,Crystal Palace,23-179,1999,5.2,2.5,1.92,1.35,0.77,0.38,1.35,3.85,1.73,0
Morgan Sanson,fr FRA,MF,Aston Villa,28-244,1994,0.1,20,10,10,10,0,0,20,0,0
Jeremy Sarmiento,ec ECU,MF,Brighton,20-307,2002,2,3,1.5,2,0.5,0.5,0.5,3.5,0,0
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,31-051,1992,0.4,2.5,0,2.5,0,0,0,2.5,0,0
Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,31-051,1992,6,0.33,0.17,0,0.17,0.17,0.83,1.17,1.67,0.17
Oliver Skipp,eng ENG,MF,Tottenham,22-215,2000,10,1.7,1,0.9,0.7,0.1,0.7,2.4,1.2,0
Tomáš Souček,cz CZE,MF,West Ham,28-051,1995,25.6,2.58,1.25,1.37,0.98,0.23,1.64,4.22,2.15,0.04
Boubakary Soumaré,fr FRA,MF,Leicester City,24-051,1999,11.3,3.63,2.3,1.68,1.77,0.18,1.77,5.4,1.68,0
Junior Stanislas,eng ENG,MF,Bournemouth,33-144,1989,0.7,0,0,0,0,0,0,0,0,0
Youri Tielemans,be BEL,MF,Leicester City,25-347,1997,19.7,2.49,1.47,1.02,1.07,0.41,0.96,3.45,0.81,0
Boubacar Traoré,ml MLI,MF,Wolves,21-242,2001,4.3,2.33,0.93,0.93,0.7,0.7,1.63,3.95,0.23,0
James Ward-Prowse,eng ENG,MF,Southampton,28-169,1994,31,1.74,0.9,0.71,0.81,0.23,1.32,3.06,1.19,0
Harvey White,eng ENG,MF,Tottenham,21-212,2001,0.1,0,0,0,0,0,0,0,0,0
Joe Willock,eng ENG,MF,Newcastle Utd,23-242,1999,23,1.96,1.17,0.48,0.96,0.52,0.87,2.83,0.7,0
Granit Xhaka,ch SUI,MF,Arsenal,30-204,1992,28.4,1.06,0.85,0.35,0.53,0.18,0.46,1.51,1.34,0.04
Ryan Yates,eng ENG,MF,Nott'ham Forest,25-149,1997,16.6,1.69,0.9,0.72,0.78,0.18,0.48,2.17,2.23,0
Denis Zakaria,ch SUI,MF,Chelsea,26-150,1996,4.6,1.96,1.09,1.09,0.43,0.43,0.65,2.61,2.17,0
Martin Ødegaard,no NOR,MF,Arsenal,24-123,1998,28.4,1.06,0.67,0.35,0.46,0.25,0.14,1.2,0.28,0
David Brooks,wls WAL,"DF,FW",Bournemouth,25-285,1997,0.3,3.33,0,3.33,0,0,0,3.33,6.67,0
Moussa Djenepo,ml MLI,"DF,FW",Southampton,24-308,1998,7,2.43,1.29,1.57,0.71,0.14,1.57,4,0.86,0
Kevin Mbabu,ch SUI,"DF,FW",Fulham,28-000,1995,1.6,1.88,1.25,1.25,0.63,0,1.88,3.75,1.88,0
Jaïro Riedewald,nl NED,"DF,FW",Crystal Palace,26-222,1996,0.5,4,2,4,0,0,0,4,8,0
Saman Ghoddos,ir IRN,"MF,DF",Brentford,29-225,1993,1.3,1.54,0.77,0,0.77,0.77,3.08,4.62,1.54,0
Pascal Groß,de GER,"MF,DF",Brighton,31-308,1991,28.2,1.6,0.96,0.6,0.82,0.18,0.43,2.02,0.5,0.04
Vitaly Janelt,de GER,"MF,DF",Brentford,24-344,1998,18,2.56,1.28,1,1.11,0.44,1.06,3.61,1.22,0
Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,27-086,1996,14.6,1.58,0.89,0.55,0.82,0.21,0.75,2.33,1.44,0
James Milner,eng ENG,"MF,DF",Liverpool,37-105,1986,8.3,2.53,1.33,1.2,0.96,0.36,1.45,3.98,1.69,0
Lucas Moura,br BRA,"MF,DF",Tottenham,30-249,1992,1.4,5,3.57,0.71,1.43,2.86,1.43,6.43,0.71,0
Wilfred Ndidi,ng NGA,"MF,DF",Leicester City,26-124,1996,15.7,2.8,2.04,1.46,1.15,0.19,2.04,4.84,2.55,0.19
Mads Bech Sørensen,dk DEN,"DF,MF",Brentford,24-102,1999,0.2,0,0,0,0,0,5,5,5,0
Calum Chambers,eng ENG,"DF,MF",Aston Villa,28-089,1995,3.3,2.42,1.82,1.82,0.61,0,2.12,4.55,1.82,0.3
Ben Chilwell,eng ENG,"DF,MF",Chelsea,26-119,1996,12.8,1.64,1.33,0.94,0.63,0.08,1.25,2.89,1.48,0
Matt Doherty,ie IRL,"DF,MF",Tottenham,31-093,1992,7.4,2.16,1.35,1.62,0.41,0.14,1.08,3.24,1.89,0.14
Sergio Gómez,es ESP,"DF,MF",Manchester City,22-227,2000,1.9,2.63,1.05,1.58,0.53,0.53,1.05,3.68,2.63,0
Lewis Hall,eng ENG,"DF,MF",Chelsea,18-223,2004,3.4,3.24,0.88,2.94,0.29,0,2.94,6.18,1.47,0.29
Mason Holgate,eng ENG,"DF,MF",Everton,26-179,1996,4.1,1.95,0.98,1.71,0.24,0,1.46,3.41,5.85,0
Reece James,eng ENG,"DF,MF",Chelsea,23-132,1999,13.8,2.25,1.45,0.72,1.3,0.22,0.87,3.12,1.67,0
Rico Lewis,eng ENG,"DF,MF",Manchester City,18-149,2004,6,2.17,1.33,1.17,0.83,0.17,0.5,2.67,1.33,0
Ainsley Maitland-Niles,eng ENG,"DF,MF",Southampton,25-233,1997,12.9,3.33,1.78,1.71,1.4,0.23,1.55,4.88,2.95,0
Vitaliy Mykolenko,ua UKR,"DF,MF",Everton,23-325,1999,25.5,2.04,1.1,1.25,0.67,0.12,1.37,3.41,3.22,0
Nathan Patterson,sct SCO,"DF,MF",Everton,21-185,2001,11.4,3.42,1.49,2.19,0.96,0.26,1.05,4.47,3.07,0
Ricardo Pereira,pt POR,"DF,MF",Leicester City,29-195,1993,4.3,1.86,1.16,1.4,0.47,0,0.93,2.79,3.72,0
Ivan Perišić,hr CRO,"DF,MF",Tottenham,34-076,1989,20.5,1.76,0.93,1.02,0.39,0.34,0.88,2.63,1.85,0.05
John Stones,eng ENG,"DF,MF",Manchester City,28-326,1994,16.2,1.11,0.62,0.56,0.31,0.25,0.37,1.48,1.85,0
Matías Viña,uy URU,"DF,MF",Bournemouth,25-161,1997,0.8,6.25,5,3.75,1.25,1.25,1.25,7.5,5,0
Rúben Vinagre,pt POR,"DF,MF",Everton,24-010,1999,0.3,6.67,6.67,3.33,3.33,0,0,6.67,3.33,0
Tosin Adarabioyo,eng ENG,DF,Fulham,25-207,1997,15.2,0.99,0.39,0.72,0.2,0.07,1.32,2.3,5.86,0.07
Nayef Aguerd,ma MAR,DF,West Ham,27-020,1996,11.7,1.37,1.03,0.94,0.43,0,1.11,2.48,4.02,0.17
Rayan Aït Nouri,dz ALG,DF,Wolves,21-317,2001,11.5,2.87,1.74,2.17,0.61,0.09,0.78,3.65,2.35,0
Kristoffer Ajer,no NOR,DF,Brentford,25-002,1998,8.5,1.29,0.94,0.59,0.47,0.24,0.82,2.12,2.59,0
Manuel Akanji,ch SUI,DF,Manchester City,27-274,1995,20.6,1.41,0.97,0.53,0.73,0.15,0.68,2.09,1.31,0
Nathan Aké,nl NED,DF,Manchester City,28-060,1995,18.7,1.18,0.43,0.7,0.37,0.11,0.96,2.14,2.03,0
Trent Alexander-Arnold,eng ENG,DF,Liverpool,24-194,1998,24.5,1.96,1.39,1.14,0.57,0.24,1.39,3.35,1.22,0.08
Daniel Amartey,gh GHA,DF,Leicester City,28-119,1994,17.9,1.06,0.45,0.73,0.28,0.06,0.45,1.51,3.97,0
Joachim Andersen,dk DEN,DF,Crystal Palace,26-323,1996,24.4,1.15,0.49,0.78,0.37,0,0.86,2.01,6.64,0
Ludwig Augustinsson,se SWE,DF,Aston Villa,28-363,1994,0.9,1.11,1.11,1.11,0,0,0,1.11,1.11,0
Serge Aurier,ci CIV,DF,Nott'ham Forest,30-116,1992,15.9,3.14,2.08,2.01,0.94,0.19,1.38,4.53,3.4,0
Luke Ayling,eng ENG,DF,Leeds United,31-237,1991,16.8,3.04,1.61,2.2,0.48,0.36,1.19,4.23,2.32,0.12
César Azpilicueta,es ESP,DF,Chelsea,33-234,1989,12.3,2.28,1.38,1.38,0.57,0.33,1.22,3.5,3.41,0
Benoît Badiashile,fr FRA,DF,Chelsea,22-024,2001,8.1,1.6,0.86,1.11,0.49,0,1.6,3.21,3.7,0.12
Jan Bednarek,pl POL,DF,Southampton,27-007,1996,12.1,1.65,1.16,1.24,0.41,0,2.64,4.3,3.88,0
Jan Bednarek,pl POL,DF,Aston Villa,27-007,1996,1.1,2.73,2.73,0,2.73,0,1.82,4.55,4.55,0
Armel Bella Kotchap,de GER,DF,Southampton,21-129,2001,18.5,1.73,0.76,1.24,0.49,0,2.22,3.95,4.86,0
Victor Bernth Kristiansen,dk DEN,DF,Leicester City,20-124,2002,7,3.86,2.29,1.57,1.86,0.43,0.43,4.29,2.86,0
Owen Bevan,wls WAL,DF,Bournemouth,19-175,2003,0.1,0,0,0,0,0,0,0,0,0
Giulian Biancone,fr FRA,DF,Nott'ham Forest,23-019,2000,0.2,10,5,10,0,0,5,15,0,0
Willy Boly,ci CIV,DF,Nott'ham Forest,32-075,1991,6.6,1.97,0.91,1.21,0.45,0.3,1.82,3.79,5.76,0
Sven Botman,nl NED,DF,Newcastle Utd,23-097,2000,26.7,1.16,0.71,0.97,0.19,0,1.09,2.25,3.75,0.07
James Bree,eng ENG,DF,Southampton,25-190,1997,2.2,1.36,0.45,0.91,0.45,0,1.82,3.18,1.82,0
Lewis Brunt,eng ENG,DF,Leicester City,22-164,2000,0.3,0,0,0,0,0,0,0,6.67,0
Hugo Bueno,es ESP,DF,Wolves,20-213,2002,11.9,2.35,1.18,1.85,0.25,0.25,0.76,3.11,2.52,0
Dan Burn,eng ENG,DF,Newcastle Utd,30-345,1992,28.2,1.63,1.13,0.82,0.57,0.25,0.92,2.55,3.79,0.07
Duje Ćaleta-Car,hr CRO,DF,Southampton,26-214,1996,9,1.33,0.89,0.89,0.33,0.11,1.56,2.89,5.89,0.11
João Cancelo,pt POR,DF,Manchester City,28-327,1994,14.2,2.04,1.48,1.13,0.63,0.28,1.34,3.38,0.63,0.07
Diego Carlos,br BRA,DF,Aston Villa,30-035,1993,2,0.5,0,0,0.5,0,0.5,1,1,0
Matty Cash,pl POL,DF,Aston Villa,25-255,1997,18.2,2.64,1.54,1.81,0.6,0.22,1.32,3.96,2.2,0
Timothy Castagne,be BEL,DF,Leicester City,27-135,1995,29.2,2.6,1.4,1.58,0.82,0.21,1.3,3.9,2.84,0
Jonny Castro,es ESP,DF,Wolves,29-047,1994,14,2.43,1.07,1.64,0.71,0.07,1,3.43,2,0.14
Trevoh Chalobah,eng ENG,DF,Chelsea,23-288,1999,12.3,1.79,1.14,1.22,0.33,0.24,1.3,3.09,3.5,0.08
Nathaniel Clyne,eng ENG,DF,Crystal Palace,32-014,1991,18.2,1.48,0.88,0.71,0.49,0.27,1.04,2.53,1.87,0
Conor Coady,eng ENG,DF,Everton,30-053,1993,21.9,0.64,0.41,0.37,0.27,0,0.64,1.28,3.88,0.14
Séamus Coleman,ie IRL,DF,Everton,34-190,1988,17.9,1.96,1.45,1.17,0.56,0.22,1.17,3.13,3.24,0.11
