Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Int,Tkl+Int,Clr,Err
Baila Diallo,fr FRA,"DF,MF",Clermont Foot,21-299,2001,1,1,0,1,0,0,0,1,1,0
Kyliane Dong,fr FRA,"DF,MF",Troyes,18-204,2004,0.6,3.33,1.67,0,1.67,1.67,0,3.33,0,0
Fábio,br BRA,"DF,MF",Nantes,32-284,1990,2.5,1.6,0.8,0.4,0.8,0.4,1.2,2.8,4.4,0
Przemysław Frankowski,pl POL,"DF,MF",Lens,28-007,1995,25.6,2.54,1.64,1.21,1.05,0.27,1.41,3.95,1.25,0.08
Andrei Girotto,br BRA,"DF,MF",Nantes,31-061,1992,29.4,3.47,2.04,2.11,1.19,0.17,2.24,5.71,5.2,0.03
Massadio Haïdara,ml MLI,"DF,MF",Lens,30-138,1992,15.3,1.37,0.92,0.52,0.52,0.33,2.03,3.4,1.83,0.07
Achraf Hakimi,ma MAR,"DF,MF",Paris S-G,24-166,1998,19.8,2.47,1.52,0.86,0.86,0.76,0.61,3.08,0.81,0
Ismail Jakobs,sn SEN,"DF,MF",Monaco,23-245,1999,7.9,0.63,0.25,0.38,0.25,0,0.51,1.14,1.14,0
Dany Jean,ht HAI,"DF,MF",Strasbourg,20-142,2002,0.1,0,0,0,0,0,0,0,0,0
Dimitri Liénard,fr FRA,"DF,MF",Strasbourg,35-065,1988,16.3,2.64,1.66,1.17,1.04,0.43,0.8,3.44,1.41,0
Deiver Machado,co COL,"DF,MF",Lens,29-229,1993,19.7,2.13,1.27,0.76,1.02,0.36,0.81,2.94,1.17,0
Chrislain Matsima,fr FRA,"DF,MF",Lorient,20-339,2002,2.5,0,0,0,0,0,0.8,0.8,2.8,0
Youssouf Ndayishimiye,bi BDI,"DF,MF",Nice,24-174,1998,5.6,2.14,1.43,1.25,0.89,0,1.61,3.75,3.75,0
Danilo Pereira,pt POR,"DF,MF",Paris S-G,31-222,1991,20.2,1.19,0.64,0.54,0.5,0.15,1.29,2.48,2.28,0.05
Lilian Raolisoa,fr FRA,"DF,MF",Angers,22-307,2000,1.2,2.5,1.67,0.83,0.83,0.83,1.67,4.17,0.83,0
Rayan Raveloson,mg MAD,"DF,MF",Auxerre,26-093,1997,20.1,1.34,0.7,0.75,0.55,0.05,1.59,2.94,2.64,0
Nuno Tavares,pt POR,"DF,MF",Marseille,23-083,2000,23.5,1.91,0.98,0.72,0.89,0.3,0.6,2.51,0.94,0
Vanderson,br BRA,"DF,MF",Monaco,21-302,2001,18.9,3.65,2.17,1.38,1.59,0.69,2.12,5.77,1.53,0.05
Clément Vidal,fr FRA,"DF,MF",Ajaccio,22-305,2000,14.1,1.28,0.64,0.64,0.64,0,1.35,2.62,2.7,0
Oliver Zandén,se SWE,"DF,MF",Toulouse,21-248,2001,1.6,1.25,0.63,0.63,0,0.63,0.63,1.88,4.38,0
Akim Zedadka,dz ALG,"DF,MF",Lille,27-324,1995,3.9,0.26,0.26,0.26,0,0,0.51,0.77,1.54,0
Yunis Abdelhamid,ma MAR,DF,Reims,35-203,1987,31,2.32,1.35,1.39,0.9,0.03,1.77,4.1,3.45,0.03
Emmanuel Agbadou,ci CIV,DF,Reims,25-306,1997,21.9,2.65,1.74,1.96,0.59,0.09,1.37,4.02,4.25,0.14
Ruben Aguilar,fr FRA,DF,Monaco,29-358,1993,10.1,1.58,0.59,0.69,0.4,0.5,1.39,2.97,2.48,0.1
Mickaël Alphonse,gp GLP,DF,Ajaccio,33-281,1989,13.9,2.3,1.58,1.37,0.65,0.29,2.45,4.75,2.95,0.07
Lorenz Assignon,tg TOG,DF,Rennes,22-301,2000,2.2,2.73,0.91,1.82,0.91,0,0.91,3.64,1.36,0
Cédric Avinel,gp GLP,DF,Ajaccio,36-220,1986,17.9,0.67,0.34,0.39,0.28,0,0.84,1.51,4.25,0.06
Loïc Bade,fr FRA,DF,Rennes,23-008,2000,1,1,1,1,0,0,1,2,3,0
Benoît Badiashile,fr FRA,DF,Monaco,22-024,2001,9.3,1.08,0.86,0.65,0.43,0,1.83,2.9,4.3,0.11
Eric Bailly,ci CIV,DF,Marseille,29-007,1994,5,2.2,1.6,0.8,1.2,0.2,2.4,4.6,2.8,0
Dénys Bain,fr FRA,DF,Auxerre,29-291,1993,1.4,2.86,2.14,2.14,0.71,0,1.43,4.29,2.86,0
Thierno Balde,fr FRA,DF,Troyes,20-313,2002,21,1.24,0.62,0.86,0.19,0.19,1,2.24,1.48,0
Leonardo Balerdi,ar ARG,DF,Marseille,24-083,1999,23.9,1.76,1.13,1.21,0.46,0.08,2.01,3.77,3.1,0.04
Abdoulaye Bamba,ci CIV,DF,Angers,32-359,1990,8.2,1.95,0.98,1.22,0.61,0.12,1.46,3.41,2.07,0
Melvin Bard,fr FRA,DF,Nice,22-164,2000,21.8,3.53,2.25,2.25,1.06,0.23,1.97,5.5,1.42,0.05
Jeanöel Belocian,fr FRA,DF,Rennes,18-061,2005,1.1,0,0,0,0,0,0.91,0.91,3.64,0
Quentin Bernard,fr FRA,DF,Auxerre,33-286,1989,7,1.29,1,0.57,0.29,0.43,2.14,3.43,2.43,0
Juan Bernat,es ESP,DF,Paris S-G,30-049,1993,12.8,1.88,1.02,1.25,0.47,0.16,0.63,2.5,1.25,0.08
Miha Blažič,si SVN,DF,Angers,29-346,1993,19.7,0.3,0.25,0.3,0,0,1.07,1.37,3.45,0.05
Jérôme Boateng,de GER,DF,Lyon,34-228,1988,3.5,0.57,0,0.29,0.29,0,1.43,2,4.29,0
Neto Borges,br BRA,DF,Clermont Foot,26-218,1996,26.5,2.64,1.62,1.62,0.72,0.3,1.36,4,1.96,0.04
Kenji-Van Boto,mg MAD,DF,Auxerre,27-043,1996,2,1.5,1,1,0,0.5,0.5,2,1.5,0
Franci Bouebari,fr FRA,DF,Strasbourg,19-219,2003,0.8,3.75,0,1.25,2.5,0,2.5,6.25,2.5,0
Lilian Brassier,fr FRA,DF,Brest,23-168,1999,27.4,1.09,0.66,0.84,0.18,0.07,1.68,2.77,4.2,0
Maxime Busi,be BEL,DF,Reims,23-187,1999,7.9,2.03,1.52,1.01,0.89,0.13,1.01,3.04,2.15,0
Duje Ćaleta-Car,hr CRO,DF,Marseille,26-214,1996,0.1,0,0,0,0,0,0,0,10,0
Ousmane Camara,fr FRA,DF,Angers,20-044,2003,4.6,1.52,0.87,0.65,0.87,0,1.96,3.48,3.04,0
Igor Carioca,br BRA,DF,Lorient,26-241,1996,4.3,3.95,2.33,2.56,0.47,0.93,1.16,5.12,3.95,0
Jean-Charles Castelletto,cm CMR,DF,Nantes,28-083,1995,21.5,1.63,1.02,1.12,0.42,0.09,2.23,3.86,3.16,0
Maximiliano Caufriez,be BEL,DF,Clermont Foot,26-062,1997,17.7,1.3,0.73,1.02,0.28,0,1.47,2.77,3.22,0
Fabien Centonze,fr FRA,DF,Nantes,27-093,1996,14.3,2.73,1.82,1.4,1.12,0.21,2.59,5.31,2.8,0
El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,17-338,2005,4.3,2.33,1.63,1.63,0.47,0.23,1.86,4.19,2.09,0.47
Brendan Chardonnet,fr FRA,DF,Brest,28-118,1994,20.7,1.55,0.92,0.97,0.58,0,2.32,3.86,2.95,0.05
Ilyes Cheti,dz ALG,DF,Angers,28-087,1995,2.3,2.61,1.74,1.74,0,0.87,1.74,4.35,3.04,0
Souleymane Cissé,fr FRA,DF,Clermont Foot,20-254,2002,0.4,2.5,2.5,2.5,0,0,2.5,5,5,0
Jonathan Clauss,fr FRA,DF,Marseille,30-206,1992,22.5,1.56,0.98,0.58,0.67,0.31,1.16,2.71,1.47,0.09
Alexandre Coeff,fr FRA,DF,Auxerre,31-058,1992,6.5,1.54,0.77,0.92,0.62,0,1.23,2.77,5.38,0.15
Abdu Conté,pt POR,DF,Troyes,25-026,1998,13.1,1.68,1.07,0.99,0.46,0.23,0.46,2.14,1.76,0
Sébastien Corchia,fr FRA,DF,Nantes,32-169,1990,8.7,1.84,0.69,1.15,0.23,0.46,1.61,3.45,2.41,0
Nicolas Cozza,fr FRA,DF,Montpellier,24-101,1999,14.2,2.68,1.48,1.9,0.63,0.14,1.48,4.15,2.46,0.07
Damien Da Silva,fr FRA,DF,Lyon,34-337,1988,3.8,2.11,1.84,1.32,0.79,0,1.32,3.42,3.16,0
Colin Dagba,fr FRA,DF,Strasbourg,24-222,1998,7.9,3.16,2.03,1.52,1.14,0.51,1.39,4.56,1.52,0
Flavius Daniliuc,at AUT,DF,Nice,21-357,2001,1,2,0,2,0,0,0,2,1,0
Kevin Danso,at AUT,DF,Lens,24-212,1998,31,1.06,0.55,0.68,0.35,0.03,0.94,2,3.42,0
Dante,br BRA,DF,Nice,39-183,1983,29.7,1.58,0.91,0.98,0.47,0.13,1.31,2.9,3.57,0.03
Achraf Dari,ma MAR,DF,Brest,23-348,1999,14.6,1.44,0.96,1.03,0.34,0.07,1.3,2.74,4.45,0.14
Thibault De Smet,be BEL,DF,Reims,24-318,1998,16.2,1.36,0.99,0.49,0.86,0,1.11,2.47,2.16,0
Thomas Delaine,fr FRA,DF,Strasbourg,31-026,1992,10.4,2.21,1.25,1.35,0.38,0.48,1.35,3.56,0.67,0
Mikkel Desler,dk DEN,DF,Toulouse,28-059,1995,20.4,2.84,1.52,1.47,0.98,0.39,1.62,4.46,1.76,0.05
Bafodé Diakité,fr FRA,DF,Lille,22-103,2001,22.5,2.04,1.33,0.84,0.93,0.27,0.53,2.58,2.04,0
Ibrahim Diakité,gn GUI,DF,Reims,19-170,2003,1.5,2,2,2,0,0,3.33,5.33,4,0
Ismael Diallo,ci CIV,DF,Ajaccio,26-080,1997,20.6,1.6,1.17,1.12,0.39,0.1,1.26,2.86,1.75,0.05
Moussa Diarra,ml MLI,DF,Toulouse,22-160,2000,11.6,1.64,0.78,0.78,0.69,0.17,1.47,3.1,1.9,0.09
Sinaly Diomande,ci CIV,DF,Lyon,22-010,2001,16.7,2.04,1.2,1.2,0.78,0.06,2.16,4.19,3.47,0.06
Edan Diop,fr FRA,DF,Monaco,18-234,2004,1.2,4.17,1.67,1.67,0.83,1.67,2.5,6.67,0.83,0
Axel Disasi,fr FRA,DF,Monaco,25-039,1998,30,0.87,0.6,0.37,0.37,0.13,1.7,2.57,3.27,0.03
Tiago Djaló,pt POR,DF,Lille,23-010,2000,22.4,1.38,0.94,1.03,0.31,0.04,1.03,2.41,2.68,0.04
Alexander Djiku,gh GHA,DF,Strasbourg,28-253,1994,26,1.81,1.15,1.23,0.58,0,2.38,4.19,4.85,0.12
Ismaël Doukouré,fr FRA,DF,Strasbourg,19-269,2003,19.3,1.55,0.62,0.78,0.67,0.1,1.14,2.69,2.33,0
Jean-Kevin Duverne,fr FRA,DF,Brest,25-281,1997,21.3,2.72,1.55,1.6,0.94,0.19,0.89,3.62,2.25,0
Maxime Estève,fr FRA,DF,Montpellier,20-328,2002,15.1,1.52,0.79,1.06,0.33,0.13,2.05,3.58,4.83,0
Noah Fadiga,sn SEN,DF,Brest,23-137,1999,13.5,2,1.41,1.19,0.59,0.22,1.78,3.78,1.33,0
Wout Faes,be BEL,DF,Reims,25-016,1998,3,0.33,0.33,0.33,0,0,2.33,2.67,6.33,0
Karol Fila,pl POL,DF,Strasbourg,24-310,1998,0.5,0,0,0,0,0,2,2,2,0
Thomas Foket,be BEL,DF,Reims,28-206,1994,15.6,1.92,1.22,0.9,0.64,0.38,1.67,3.59,1.28,0.13
José Fonte,pt POR,DF,Lille,39-118,1983,23.8,0.88,0.67,0.76,0.08,0.04,0.92,1.81,3.78,0.08
Steven Fortes,cv CPV,DF,Lens,31-002,1992,0.1,0,0,0,0,0,0,0,0,0
Faouzi Ghoulam,dz ALG,DF,Angers,32-077,1991,5.3,0.57,0.57,0.19,0.19,0.19,0.75,1.32,2.26,0.19
Samuel Gigot,fr FRA,DF,Marseille,29-189,1993,18.4,2.12,1.14,1.03,0.92,0.16,2.28,4.4,3.86,0.05
Oumar Gonzalez,cm CMR,DF,Ajaccio,25-053,1998,22.6,1.81,0.93,1.15,0.49,0.18,1.9,3.72,2.52,0
Jonathan Gradit,fr FRA,DF,Lens,30-146,1992,24.4,1.48,0.98,0.66,0.57,0.25,1.31,2.79,2.38,0
Andrew Gravillon,gp GLP,DF,Reims,25-070,1998,11.5,1.39,0.7,0.78,0.52,0.09,1.83,3.22,3.13,0
Frederic Guilbert,fr FRA,DF,Strasbourg,28-116,1994,9.6,2.5,1.67,1.04,1.04,0.42,2.71,5.21,2.08,0.1
Malo Gusto,fr FRA,DF,Lyon,19-335,2003,16,2.13,1.31,1.06,0.63,0.44,1.5,3.63,1.31,0.06
Jaouen Hadjam,dz ALG,DF,Nantes,20-024,2003,8.1,3.21,2.59,1.6,1.11,0.49,1.23,4.44,1.48,0
Mathis Hamdi,fr FRA,DF,Troyes,19-183,2003,0.8,0,0,0,0,0,1.25,1.25,1.25,0
Henrique,br BRA,DF,Lyon,28-359,1994,2.5,2,0.4,0.8,0,1.2,1.6,3.6,2.4,0
Christophe Hérelle,mq MTQ,DF,Brest,30-240,1992,11.8,0.85,0.34,0.59,0.17,0.08,1.69,2.54,4.07,0
Cédric Hountondji,bj BEN,DF,Angers,29-090,1994,29.7,1.38,1.01,0.81,0.51,0.07,1.58,2.96,3.67,0
Ismaily,br BRA,DF,Lille,33-098,1990,16.6,2.41,1.08,0.96,0.9,0.54,1.02,3.43,1.87,0
Julian Jeanvier,gn GUI,DF,Auxerre,31-019,1992,16.5,1.76,0.85,1.27,0.48,0,1.33,3.09,4.61,0.06
