Player,Nation,Pos,Squad,Age,Born,90s,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Harrison Reed,eng ENG,MF,Fulham,28-082,1995,25.9,0.08,0.1,0.06,-0.02,1.12,2.43,0.97,0.35,3.28
Declan Rice,eng ENG,MF,West Ham,24-095,1999,30,0.03,0.1,0.05,-0.07,1.1,6.23,0.3,0.1,6.37
Marc Roca,es ESP,MF,Leeds United,26-144,1996,22,0.09,0.1,0.09,-0.01,1.27,6.45,0.64,0.09,6.82
Rodri,es ESP,MF,Manchester City,26-301,1996,27.2,0.22,0.15,0.12,0.07,1.14,8.93,1.07,0.11,8.68
Oriol Romeu,es ESP,MF,Southampton,31-207,1991,0.8,0,0,0.25,0,0,0,2.5,0,5
Connor Ronan,ie IRL,MF,Wolves,25-044,1998,0,0,0,0,0,0,3,0,0,0
Joe Rothwell,eng ENG,MF,Bournemouth,28-098,1995,7.5,0.13,0.12,0.16,0.01,0.93,3.2,1.2,0.13,2.8
Marcel Sabitzer,at AUT,MF,Manchester Utd,29-033,1994,5.7,0.18,0.14,0.14,0.04,1.23,4.56,0.88,0.18,5.79
Albert Sambi Lokonga,be BEL,MF,Arsenal,23-179,1999,2.2,0,0,0.05,0,0.45,7.73,0.45,0,5.45
Albert Sambi Lokonga,be BEL,MF,Crystal Palace,23-179,1999,5.2,0,0,0.02,0,0.19,3.85,0,0,3.27
Morgan Sanson,fr FRA,MF,Aston Villa,28-244,1994,0.1,0,0,0,0,0,0,0,0,10
Jeremy Sarmiento,ec ECU,MF,Brighton,20-307,2002,2,0.5,0.1,0.15,0.4,1,2,2.5,0.5,5.5
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,31-051,1992,0.4,0,0,0,0,0,10,0,0,7.5
Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,31-051,1992,6,0,0.05,0.13,-0.05,1,6.17,1.33,0.33,5.67
Oliver Skipp,eng ENG,MF,Tottenham,22-215,2000,10,0,0.05,0.03,-0.05,0.8,3.4,0.7,0.1,4.4
Tomáš Souček,cz CZE,MF,West Ham,28-051,1995,25.6,0.04,0.04,0.04,0,0.47,2.19,0.39,0.2,3.01
Boubakary Soumaré,fr FRA,MF,Leicester City,24-051,1999,11.3,0,0.02,0.02,-0.02,0.53,3.54,0.35,0.09,3.98
Junior Stanislas,eng ENG,MF,Bournemouth,33-144,1989,0.7,0,0.14,0.29,-0.14,2.86,4.29,0,0,5.71
Youri Tielemans,be BEL,MF,Leicester City,25-347,1997,19.7,0.05,0.19,0.15,-0.14,1.22,6.55,1.32,0.36,7.31
Boubacar Traoré,ml MLI,MF,Wolves,21-242,2001,4.3,0.23,0.05,0.02,0.19,0.23,3.72,0.23,0,1.86
James Ward-Prowse,eng ENG,MF,Southampton,28-169,1994,31,0.06,0.17,0.14,-0.11,2.06,5.29,0.94,0.48,5.61
Harvey White,eng ENG,MF,Tottenham,21-212,2001,0.1,0,0,0,0,0,0,10,10,0
Joe Willock,eng ENG,MF,Newcastle Utd,23-242,1999,23,0.17,0.18,0.13,0,1.09,3,1.09,0.3,4.13
Granit Xhaka,ch SUI,MF,Arsenal,30-204,1992,28.4,0.18,0.16,0.13,0.02,1.44,4.68,1.3,0.11,6.44
Ryan Yates,eng ENG,MF,Nott'ham Forest,25-149,1997,16.6,0.12,0.07,0.02,0.05,0.42,1.33,0.12,0,2.23
Denis Zakaria,ch SUI,MF,Chelsea,26-150,1996,4.6,0,0,0.02,0,0.22,1.74,0,0,1.3
Martin Ødegaard,no NOR,MF,Arsenal,24-123,1998,28.4,0.25,0.24,0.24,0,2.25,3.73,2.78,0.14,7.71
David Brooks,wls WAL,"DF,FW",Bournemouth,25-285,1997,0.3,0,0,0,0,0,0,0,0,0
Moussa Djenepo,ml MLI,"DF,FW",Southampton,24-308,1998,7,0.29,0.07,0.06,0.21,1.14,1.71,0.71,0.43,2.43
Kevin Mbabu,ch SUI,"DF,FW",Fulham,28-000,1995,1.6,0.63,0.25,0.25,0.37,1.25,2.5,3.13,1.88,5
Jaïro Riedewald,nl NED,"DF,FW",Crystal Palace,26-222,1996,0.5,0,0,0,0,0,2,0,0,0
Saman Ghoddos,ir IRN,"MF,DF",Brentford,29-225,1993,1.3,0,0.23,0.23,-0.23,1.54,2.31,0.77,0,4.62
Pascal Groß,de GER,"MF,DF",Brighton,31-308,1991,28.2,0.21,0.31,0.25,-0.1,2.23,4.18,1.99,0.32,7.23
Vitaly Janelt,de GER,"MF,DF",Brentford,24-344,1998,18,0.06,0.06,0.06,-0.01,0.61,2.89,0.72,0.28,3.61
Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,27-086,1996,14.6,0,0.09,0.11,-0.09,0.82,4.38,0.89,0.07,5
James Milner,eng ENG,"MF,DF",Liverpool,37-105,1986,8.3,0.12,0.1,0.19,0.02,1.33,5.78,1.57,0.48,6.63
Lucas Moura,br BRA,"MF,DF",Tottenham,30-249,1992,1.4,0,0.21,0.21,-0.21,2.14,1.43,3.57,0.71,6.43
Wilfred Ndidi,ng NGA,"MF,DF",Leicester City,26-124,1996,15.7,0,0.01,0.01,-0.01,0.19,2.87,0,0,2.93
Mads Bech Sørensen,dk DEN,"DF,MF",Brentford,24-102,1999,0.2,0,0,0,0,0,10,0,0,5
Calum Chambers,eng ENG,"DF,MF",Aston Villa,28-089,1995,3.3,0,0,0,0,0.3,2.12,0.3,0,4.24
Ben Chilwell,eng ENG,"DF,MF",Chelsea,26-119,1996,12.8,0.16,0.16,0.16,-0.01,1.56,2.27,0.63,0.39,2.27
Matt Doherty,ie IRL,"DF,MF",Tottenham,31-093,1992,7.4,0,0.04,0.04,-0.04,0.81,1.89,0.68,0.41,2.7
Sergio Gómez,es ESP,"DF,MF",Manchester City,22-227,2000,1.9,0.53,0.21,0.11,0.32,1.05,6.84,1.05,0,5.26
Lewis Hall,eng ENG,"DF,MF",Chelsea,18-223,2004,3.4,0,0.09,0.06,-0.09,1.18,2.94,0.88,0.29,2.65
Mason Holgate,eng ENG,"DF,MF",Everton,26-179,1996,4.1,0,0.07,0.02,-0.07,0.73,2.2,0.24,0,2.44
Reece James,eng ENG,"DF,MF",Chelsea,23-132,1999,13.8,0.07,0.22,0.21,-0.14,1.52,4.35,1.74,0.43,6.52
Rico Lewis,eng ENG,"DF,MF",Manchester City,18-149,2004,6,0,0.13,0.17,-0.13,1.17,3.67,1.33,0.5,5.17
Ainsley Maitland-Niles,eng ENG,"DF,MF",Southampton,25-233,1997,12.9,0,0.05,0.05,-0.05,0.62,3.49,0.7,0.31,3.49
Vitaliy Mykolenko,ua UKR,"DF,MF",Everton,23-325,1999,25.5,0,0.05,0.04,-0.05,0.71,3.22,0.82,0.43,3.69
Nathan Patterson,sct SCO,"DF,MF",Everton,21-185,2001,11.4,0,0.04,0.05,-0.04,0.44,1.49,0.53,0.18,1.75
Ricardo Pereira,pt POR,"DF,MF",Leicester City,29-195,1993,4.3,0.23,0.12,0.14,0.12,1.4,5.58,2.09,0.7,5.81
Ivan Perišić,hr CRO,"DF,MF",Tottenham,34-076,1989,20.5,0.34,0.25,0.22,0.09,2,1.17,1.61,1.07,2.68
John Stones,eng ENG,"DF,MF",Manchester City,28-326,1994,16.2,0.12,0.08,0.06,0.04,0.37,5.99,0.12,0,5.56
Matías Viña,uy URU,"DF,MF",Bournemouth,25-161,1997,0.8,0,0.13,0,-0.13,1.25,1.25,0,0,1.25
Rúben Vinagre,pt POR,"DF,MF",Everton,24-010,1999,0.3,0,0,0,0,0,6.67,0,0,0
Tosin Adarabioyo,eng ENG,DF,Fulham,25-207,1997,15.2,0,0.01,0.01,-0.01,0.26,3.55,0.2,0,3.95
Nayef Aguerd,ma MAR,DF,West Ham,27-020,1996,11.7,0,0.03,0.02,-0.03,0.34,1.88,0.26,0,1.45
Rayan Aït Nouri,dz ALG,DF,Wolves,21-317,2001,11.5,0,0.09,0.07,-0.09,0.61,2.43,1.22,0.43,3.74
Kristoffer Ajer,no NOR,DF,Brentford,25-002,1998,8.5,0,0,0.01,0,0.12,2.35,0.35,0.12,3.65
Manuel Akanji,ch SUI,DF,Manchester City,27-274,1995,20.6,0.05,0.01,0.02,0.03,0.24,5.1,0.1,0.05,4.42
Nathan Aké,nl NED,DF,Manchester City,28-060,1995,18.7,0,0.03,0.06,-0.03,0.43,7.27,0.43,0.05,6.84
Trent Alexander-Arnold,eng ENG,DF,Liverpool,24-194,1998,24.5,0.2,0.31,0.27,-0.11,2.2,6.94,2.57,0.9,7.55
Daniel Amartey,gh GHA,DF,Leicester City,28-119,1994,17.9,0,0.03,0.02,-0.03,0.28,3.24,0.06,0,3.69
Joachim Andersen,dk DEN,DF,Crystal Palace,26-323,1996,24.4,0,0.04,0.03,-0.04,0.33,4.06,0.29,0.04,2.91
Ludwig Augustinsson,se SWE,DF,Aston Villa,28-363,1994,0.9,0,0,0,0,0,0,0,0,0
Serge Aurier,ci CIV,DF,Nott'ham Forest,30-116,1992,15.9,0,0.06,0.05,-0.06,0.63,2.2,0.75,0.38,3.71
Luke Ayling,eng ENG,DF,Leeds United,31-237,1991,16.8,0.06,0.1,0.11,-0.04,0.54,2.98,0.83,0.42,3.45
César Azpilicueta,es ESP,DF,Chelsea,33-234,1989,12.3,0,0.08,0.08,-0.08,0.81,2.52,1.3,0.33,4.8
Benoît Badiashile,fr FRA,DF,Chelsea,22-024,2001,8.1,0,0.06,0.02,-0.06,0.37,4.44,0.62,0,5.56
Jan Bednarek,pl POL,DF,Southampton,27-007,1996,12.1,0,0.01,0.02,-0.01,0.25,1.98,0,0,2.56
Jan Bednarek,pl POL,DF,Aston Villa,27-007,1996,1.1,0,0,0,0,0,3.64,0,0,4.55
Armel Bella Kotchap,de GER,DF,Southampton,21-129,2001,18.5,0.05,0.03,0.02,0.03,0.27,1.68,0.16,0,1.89
Victor Bernth Kristiansen,dk DEN,DF,Leicester City,20-124,2002,7,0,0.09,0.07,-0.09,0.71,2.43,0.43,0.29,2.86
Owen Bevan,wls WAL,DF,Bournemouth,19-175,2003,0.1,0,0,0,0,0,0,0,0,0
Giulian Biancone,fr FRA,DF,Nott'ham Forest,23-019,2000,0.2,0,0,0,0,0,0,0,0,0
Willy Boly,ci CIV,DF,Nott'ham Forest,32-075,1991,6.6,0.15,0.03,0.05,0.12,0.15,1.06,0,0,1.52
Sven Botman,nl NED,DF,Newcastle Utd,23-097,2000,26.7,0,0.04,0.04,-0.04,0.3,1.87,0.07,0,2.51
James Bree,eng ENG,DF,Southampton,25-190,1997,2.2,0,0.09,0.09,-0.09,1.82,1.82,2.27,1.82,1.36
Lewis Brunt,eng ENG,DF,Leicester City,22-164,2000,0.3,0,0,0,0,0,0,0,0,0
Hugo Bueno,es ESP,DF,Wolves,20-213,2002,11.9,0.08,0.05,0.06,0.03,0.92,1.85,0.76,0.42,2.77
Dan Burn,eng ENG,DF,Newcastle Utd,30-345,1992,28.2,0,0.04,0.04,-0.04,0.46,2.55,0.25,0.04,3.01
Duje Ćaleta-Car,hr CRO,DF,Southampton,26-214,1996,9,0,0,0.01,0,0.11,2.56,0,0,3.11
João Cancelo,pt POR,DF,Manchester City,28-327,1994,14.2,0.07,0.06,0.11,0.01,0.85,5.63,2.54,0.63,7.46
Diego Carlos,br BRA,DF,Aston Villa,30-035,1993,2,0,0,0,0,0,4,0,0,5
Matty Cash,pl POL,DF,Aston Villa,25-255,1997,18.2,0.05,0.04,0.05,0.02,0.44,3.02,0.82,0.49,4.07
Timothy Castagne,be BEL,DF,Leicester City,27-135,1995,29.2,0.1,0.09,0.07,0.02,0.68,2.71,0.58,0.27,3.12
Jonny Castro,es ESP,DF,Wolves,29-047,1994,14,0,0.07,0.06,-0.07,0.36,4.29,0.71,0.14,5
Trevoh Chalobah,eng ENG,DF,Chelsea,23-288,1999,12.3,0,0.01,0.01,-0.01,0.08,2.44,0.08,0,3.01
Nathaniel Clyne,eng ENG,DF,Crystal Palace,32-014,1991,18.2,0,0.04,0.03,-0.04,0.38,2.8,0.33,0.27,2.86
Conor Coady,eng ENG,DF,Everton,30-053,1993,21.9,0.05,0.01,0.02,0.03,0.18,3.24,0.14,0.05,1.83
Séamus Coleman,ie IRL,DF,Everton,34-190,1988,17.9,0,0.03,0.03,-0.03,0.17,1.9,0.84,0.34,3.07
Nathan Collins,ie IRL,DF,Wolves,21-354,2001,17.5,0,0.01,0.01,-0.01,0.11,3.71,0.11,0,3.43
Levi Colwill,eng ENG,DF,Brighton,20-052,2003,7.9,0,0.01,0.03,-0.01,0.25,5.06,0.38,0,4.43
Steve Cook,eng ENG,DF,Nott'ham Forest,32-000,1991,10.6,0,0.06,0.06,-0.06,0.28,1.7,0.19,0.09,1.79
Liam Cooper,sct SCO,DF,Leeds United,31-232,1991,12.5,0,0.04,0.02,-0.04,0.32,2.32,0,0,2.08
Vladimír Coufal,cz CZE,DF,West Ham,30-240,1992,18.2,0,0.1,0.07,-0.1,1.04,2.97,0.82,0.55,4.01
Aaron Cresswell,eng ENG,DF,West Ham,33-125,1989,19.6,0,0.15,0.13,-0.15,1.84,3.98,1.33,0.66,6.43
Marc Cucurella,es ESP,DF,Chelsea,24-271,1998,18.6,0.11,0.03,0.05,0.08,0.59,4.14,0.65,0.32,3.92
Diogo Dalot,pt POR,DF,Manchester Utd,24-032,1999,19.9,0.1,0.1,0.08,0.01,1.46,3.77,1.36,0.65,4.12
Ben Davies,wls WAL,DF,Tottenham,29-360,1993,20.3,0.1,0.11,0.06,-0.01,0.84,3.25,0.3,0.15,4.73
Craig Dawson,eng ENG,DF,West Ham,32-348,1990,8,0,0.01,0.01,-0.01,0.13,3.13,0,0,2.25
Craig Dawson,eng ENG,DF,Wolves,32-348,1990,10.2,0,0,0.01,0,0.1,3.43,0,0,2.55
